Course/exam,TermCD,SchoolYear,CourseSchoolDBN,Table,CourseTitle,Mark,Mark,NumericEquivalent,Credits,CreditEarned,CreditEarned,Term Average Display,Credits Total,Credit Earned Total,Credits Average,StudentID,Credits Total,Credit Earned Total,Cumulative Term Average1,Credits Average
Course,1,2017,30Q258,SQS21T,ENGINEERING FOUNDATI,93, ,93,1,35,1,92.78571429,7,7,7,,,,,
Exam  ,2,2018,30Q258,EXRCE ,CC ELA REG JUN,84,*,84,0,35,0,,,,,,,,,
Exam  ,2,2018,30Q258,HXRCE ,GLOBAL II REG JUN,96,*,96,0,35,0,,,,,,,,,
Exam  ,2,2018,30Q258,MXRKE ,CC GEOMETRY REG JUN,74,*,74,0,35,0,,,,,,,,,
Exam  ,2,2018,30Q258,SXRUE ,PHSET ES R JUN,84,*,84,0,35,0,,0,0,0,,,,,
Exam  ,2,2017,30Q258,MXRCE ,CC ALGEBRA I REG JUN,84, ,84,0,35,0,,,,,,,,,
Exam  ,2,2017,30Q258,SXRKE ,LIVENVIR R JUNE,90, ,90,0,35,0,,0,0,0,212163596,35,35,90.2,35
Course,1,2019,30Q258,AUS21,Digital Art 1 of 2,77, ,77,0.5,21,0.5,,,,,,,,,
Course,1,2019,30Q258,EES85,ENGLISH 11 1 OF 2,78, ,78,1,21,1,,,,,,,,,
Course,1,2019,30Q258,HGS41,GLOBAL STUDIES 9 1 O,72, ,72,1,21,1,,,,,,,,,
Course,1,2019,30Q258,HGS42,GLOBAL STUDIES 9 2 O,72, ,72,1,21,1,,,,,,,,,
Course,1,2019,30Q258,MGS21,GEOMETRY 1 OF 2,84, ,84,1,21,1,,,,,,,,,
Course,1,2019,30Q258,PPS83,PHYS ED,82, ,82,0.5,21,0.5,,,,,,,,,
Course,1,2019,30Q258,RVS21T,Engineering in the W,80, ,80,1,21,1,,,,,,,,,
Course,1,2019,30Q258,SWS21X,AP Environmental Sci,P,*,,1,21,1,,,,,,,,,
Course,1,2019,30Q258,SWS21XL,AP Environmental Sci,P,*,,0,21,0,77.58333333,7,7,6,,,,,
Course,2,2018,30Q258,EES83,ENGLISH 10 1 OF 2,79, ,79,1,21,1,,,,,,,,,
Course,2,2018,30Q258,EES84,ENGLISH 10 2 OF 2,79, ,79,1,21,1,,,,,,,,,
Course,2,2018,30Q258,MES43,INTEGRATED ALGEBRA 3,80, ,80,1,21,1,,,,,,,,,
Course,2,2018,30Q258,MES44,INTEGRATED ALGEBRA 4,80, ,80,1,21,1,,,,,,,,,
Course,2,2018,30Q258,PHS22,HEALTH 2 of 2,79, ,79,0.5,21,0.5,,,,,,,,,
Course,2,2018,30Q258,PPS82,PHYS ED,100, ,100,0.5,21,0.5,,,,,,,,,
Course,2,2018,30Q258,SLS22,LIVING ENV 2 OF 2,84, ,84,1,21,1,,,,,,,,,
Course,2,2018,30Q258,SLS22QL,LIVING ENV LAB 2 OF ,P,*,,0,21,0,,,,,,,,,
Course,2,2018,30Q258,SQS22T,ENGINEERING FOUNDATI,69, ,69,1,21,1,80.07142857,7,7,7,,,,,
Course,1,2018,30Q258,EES81,ENGLISH 9 1 OF 2,82, ,82,1,21,1,,,,,,,,,
Course,1,2018,30Q258,EES82,ENGLISH 9 2 OF 2,82, ,82,1,21,1,,,,,,,,,
Course,1,2018,30Q258,MES41,INTEGRATED ALGEBRA 1,88, ,88,1,21,1,,,,,,,,,
Course,1,2018,30Q258,MES42,INTEGRATED ALGEBRA 2,88, ,88,1,21,1,,,,,,,,,
Course,1,2018,30Q258,PHS21,HEALTH 1 of 2,81, ,81,0.5,21,0.5,,,,,,,,,
Course,1,2018,30Q258,PPS81,PHYS ED,85, ,85,0.5,21,0.5,,,,,,,,,
Course,1,2018,30Q258,SLS21,LIVING ENV 1 OF 2,85, ,85,1,21,1,,,,,,,,,
Course,1,2018,30Q258,SLS21QL,LIVING ENV 1 LAB 1 O,P,*,,0,21,0,,,,,,,,,
Course,1,2018,30Q258,SQS21T,ENGINEERING FOUNDATI,83, ,83,1,21,1,84.42857143,7,7,7,,,,,
Exam  ,2,2018,30Q258,MXRCE ,CC ALGEBRA I REG JUN,84,*,84,0,21,0,,,,,,,,,
Exam  ,2,2018,30Q258,SXRKE ,LIVENVIR R JUNE,84,*,84,0,21,0,,0,0,0,220459002,21,21,80.85,20
Course,1,2019,30Q258,AJS21,Photography 1 of 2,79, ,79,1,0,1,,,,,,,,,
Course,1,2019,30Q258,EWS11UA,ENG 101 - Compositio,B+, ,88,1,0,1,,,,,,,,,
Course,1,2019,30Q258,HES11,ECONOMICS,83, ,83,1,0,1,,,,,,,,,
Course,1,2019,30Q258,MPS21,Pre-Calculus,80, ,80,1,0,1,,,,,,,,,
Course,1,2019,30Q258,PPS87,PHYS ED,91, ,91,0.5,0,0.5,,,,,,,,,
Course,1,2019,30Q258,RQS43T,Technology & Sustain,76, ,76,0.5,0,0.5,,,,,,,,,
Course,1,2019,30Q258,SKS21XP,AP Computer Science ,95, ,95,1,0,1,,,,,,,,,
Course,1,2019,30Q258,SPS21,PHYSICS  1 OF 2,73, ,73,1,0,1,,,,,,,,,
Course,1,2019,30Q258,SPS21QL,PHYSICS  LAB 1 OF 2,P,*,,0,0,0,83.07142857,7,7,7,,,,,
Course,2,2018,30Q258,EES88X,AP English Language ,85, ,85,1,0,1,,,,,,,,,
Course,2,2018,30Q258,FSS62,SPANISH I  2 OF 2,91, ,91,1,0,1,,,,,,,,,
Course,2,2018,30Q258,HUS22,US HISTORY 2 OF 2,80, ,80,1,0,1,,,,,,,,,
Course,2,2018,30Q258,MRS22,ALGEBRA 2 / TRIG 2 O,65, ,65,1,0,1,,,,,,,,,
Course,2,2018,30Q258,PPS86,PHYS ED,94, ,94,0.5,0,0.5,,,,,,,,,
Course,2,2018,30Q258,RQS42T,College and Career F,77, ,77,0.5,0,0.5,,,,,,,,,
Course,2,2018,30Q258,SCS22,CHEMISTRY 2 OF 2,67, ,67,1,0,1,,,,,,,,,
Course,2,2018,30Q258,SCS22QL,CHEMISTRY LAB 2 OF 2,P,*,,0,0,0,,,,,,,,,
Course,2,2018,30Q258,SKS22,Science of Robotics ,92, ,92,0.5,0,0.5,,,,,,,,,
Course,2,2018,30Q258,TQS22,Robotics Fabrication,92, ,92,1,0,1,81.53333333,7.5,7.5,7.5,,,,,
Course,1,2018,30Q258,ANS21,STUDIO ART I 1 of 2,77, ,77,1,0,1,,,,,,,,,
Course,1,2018,30Q258,EES87X,AP English Language ,72, ,72,1,0,1,,,,,,,,,
Course,1,2018,30Q258,FSS61,SPANISH I  1 OF 2,82, ,82,1,0,1,,,,,,,,,
Course,1,2018,30Q258,HUS21,US HISTORY 1 OF 2,76, ,76,1,0,1,,,,,,,,,
Course,1,2018,30Q258,MRS21,ALGEBRA 2 / TRIG 1 O,74, ,74,1,0,1,,,,,,,,,
Course,1,2018,30Q258,PPS85,PHYS ED,90, ,90,0.5,0,0.5,,,,,,,,,
Course,1,2018,30Q258,RQS41T,College and Career F,78, ,78,0.5,0,0.5,,,,,,,,,
Course,1,2018,30Q258,SCS21,CHEMISTRY 1 OF 2,87, ,87,1,0,1,,,,,,,,,
Course,1,2018,30Q258,SCS21QL,CHEMISTRY LAB 1 OF 2,P,*,,0,0,0,78.85714286,7,7,7,,,,,
Course,2,2017,30Q258,EES86,ENGLISH 11 2 OF 2,74, ,74,1,0,1,,,,,,,,,
Course,2,2017,30Q258,HGS43,GLOBAL STUDIES 10 1 ,66, ,66,1,0,1,,,,,,,,,
Course,2,2017,30Q258,HGS44,GLOBAL STUDIES 10 2 ,66, ,66,1,0,1,,,,,,,,,
Course,2,2017,30Q258,MGS22,CC Geometry 2 of 2,65, ,65,1,0,1,,,,,,,,,
Course,2,2017,30Q258,PHS22,HEALTH 2 of 2,69, ,69,0.5,0,0.5,,,,,,,,,
Course,2,2017,30Q258,PPS82,PHYS ED,80, ,80,0.5,0,0.5,,,,,,,,,
Course,2,2017,30Q258,RVS22T,Engineering in the W,89, ,89,1,0,1,,,,,,,,,
Course,2,2017,30Q258,SES22,EARTH SCIENCE 2 OF 2,68, ,68,1,0,1,,,,,,,,,
Course,2,2017,30Q258,SES22QL,EARTH SCIENCE LAB 2 ,P,*,,0,0,0,71.78571429,7,7,7,,,,,
Course,1,2017,30Q258,EES85,ENGLISH 11 1 OF 2,81, ,81,1,0,1,,,,,,,,,
Course,1,2017,30Q258,HGS41,GLOBAL STUDIES 9 1 O,72, ,72,1,0,1,,,,,,,,,
Course,1,2017,30Q258,HGS42,GLOBAL STUDIES 9 2 O,72, ,72,1,0,1,,,,,,,,,
Course,1,2017,30Q258,MGS21,CC Geometry 1 of 2,73, ,73,1,0,1,,,,,,,,,
Course,1,2017,30Q258,PHS21,HEALTH 1 of 2,75, ,75,0.5,0,0.5,,,,,,,,,
Course,1,2017,30Q258,PPS81,PHYS ED,85, ,85,0.5,0,0.5,,,,,,,,,
Course,1,2017,30Q258,RVS21T,Engineering in the W,77, ,77,1,0,1,,,,,,,,,
Course,1,2017,30Q258,SES21,EARTH SCIENCE 1 OF 2,72, ,72,1,0,1,,,,,,,,,
Course,1,2017,30Q258,SES21QL,EARTH SCIENCE LAB 1 ,F, ,55,0,0,0,75.28571429,7,7,7,,,,,
Course,2,2016,30Q502,ANS22QA,Studio Art Term 2,95, ,95,1,0,1,,,,,,,,,
Course,2,2016,30Q502,EES62,Elements of Literacy,78, ,78,1,0,1,,,,,,,,,
Course,2,2016,30Q502,MES42QMA,Algebra Term 2,74, ,74,1,0,1,,,,,,,,,
Course,2,2016,30Q502,MQS22QMA,Math 180,74, ,74,1,0,1,,,,,,,,,
Course,2,2016,30Q502,PAS11,Aerobic Activities,90,*,90,0.58,0,0.58,,,,,,,,,
Course,2,2016,30Q502,SLS42,Living Environment T,75, ,75,1,0,1,,,,,,,,,
Course,2,2016,30Q502,SLS42QL,Living Environment L,P,*,,0,0,0,,,,,,,,,
Course,2,2016,30Q502,TWS22,Computer Application,77, ,77,1,0,1,78.83333333,6.58,6.58,6,,,,,
Course,1,2016,30Q502,ANS21,Studio Art,100, ,100,1,0,1,,,,,,,,,
Course,1,2016,30Q502,EES61,Elements of Literacy,85, ,85,1,0,1,,,,,,,,,
Course,1,2016,30Q502,MES41QMA,Algebra Term 1,80, ,80,1,0,1,,,,,,,,,
Course,1,2016,30Q502,MQS21QMA,Math 180 Term 1,80, ,80,1,0,1,,,,,,,,,
Course,1,2016,30Q502,PAS11,Aerobic Activities,75,*,75,0.58,0,0.58,,,,,,,,,
Course,1,2016,30Q502,SLS41,Living Environment T,79, ,79,1,0,1,,,,,,,,,
Course,1,2016,30Q502,SLS41QL,Living Environment L,F,*,55,0,0,0,,,,,,,,,
Course,1,2016,30Q502,UHS11,Music History,83, ,83,1,0,1,84.5,6.58,6.58,6,,,,,
Exam  ,7,2018,30Q502,SXRXG ,CHEMISTRY REG AUG,55,*,55,0,0,0,,0,0,0,,,,,
Exam  ,2,2018,30Q258,HXRUE ,USHIST REG JUNE,77,*,77,0,0,0,,,,,,,,,
Exam  ,2,2018,30Q258,MXRNE ,CC ALGEBRA II REG JU,55, ,55,0,0,0,,0,0,0,,,,,
Exam  ,1,2018,30Q258,MXRCR ,CC ALGEBRA I REG JAN,74,*,74,0,0,0,,0,0,0,,,,,
Exam  ,7,2017,30Q575,SXRUG ,PHSET ES REG AUG,60, ,60,0,0,0,,0,0,0,,,,,
Exam  ,2,2017,30Q258,HXRTE ,GLOBAL TRNS REG JUN,84,*,84,0,0,0,,,,,,,,,
Exam  ,2,2017,30Q258,MXRKE ,CC GEOMETRY REG JUN,38, ,38,0,0,0,,0,0,0,,,,,
Exam  ,1,2017,30Q258,EXRCR ,CC ELA REG JAN,81, ,81,0,0,0,,0,0,0,,,,,
Exam  ,7,2016,30Q502,SXRKG ,LIVING ENV REG AUG,68,*,68,0,0,0,,0,0,0,214526840,48.66,48.66,79.04210526,47.5
Course,1,2019,30Q258,AUS21,Digital Art 1 of 2,98, ,98,0.5,26,0.5,,,,,,,,,
Course,1,2019,30Q258,EES85,ENGLISH 11 1 OF 2,94, ,94,1,26,1,,,,,,,,,
Course,1,2019,30Q258,HGS41,GLOBAL STUDIES 9 1 O,90, ,90,1,26,1,,,,,,,,,
Course,1,2019,30Q258,HGS42,GLOBAL STUDIES 9 2 O,90, ,90,1,26,1,,,,,,,,,
Course,1,2019,30Q258,MRS21,ALGEBRA 2 / TRIG 1 O,84, ,84,1,26,1,,,,,,,,,
Course,1,2019,30Q258,PPS83,PHYS ED,100, ,100,0.5,26,0.5,,,,,,,,,
Course,1,2019,30Q258,RVS21T,Engineering in the W,97, ,97,1,26,1,,,,,,,,,
Course,1,2019,30Q258,SCS21,CHEMISTRY 1 OF 2,95, ,95,1,26,1,,,,,,,,,
Course,1,2019,30Q258,SCS21QL,CHEMISTRY LAB 1 OF 2,P,*,,0,26,0,92.71428571,7,7,7,,,,,
Course,7,2018,24Q585,UDF11QA,CONCERT BAND,P,*,,1,26,1,,1,1,0,,,,,
Course,2,2018,30Q258,ANS22,STUDIO ART II 2 of 2,100, ,100,1,26,1,,,,,,,,,
Course,2,2018,30Q258,EES83,ENGLISH 10 1 OF 2,98, ,98,1,26,1,,,,,,,,,
Course,2,2018,30Q258,EES84,ENGLISH 10 2 OF 2,98, ,98,1,26,1,,,,,,,,,
Course,2,2018,30Q258,MGS22,GEOMETRY 2 OF 2,97, ,97,1,26,1,,,,,,,,,
Course,2,2018,30Q258,PHS22,HEALTH 2 of 2,100, ,100,0.5,26,0.5,,,,,,,,,
Course,2,2018,30Q258,PPS82,PHYS ED,100, ,100,0.5,26,0.5,,,,,,,,,
Course,2,2018,30Q258,SES22,EARTH SCIENCE 2 OF 2,94, ,94,1,26,1,,,,,,,,,
Course,2,2018,30Q258,SES22QL,EARTH SCIENCE LAB 2 ,P,*,,0,26,0,,,,,,,,,
Course,2,2018,30Q258,SQS22T,ENGINEERING FOUNDATI,100, ,100,1,26,1,98.14285714,7,7,7,,,,,
Course,1,2018,30Q258,ANS21,STUDIO ART I 1 of 2,100, ,100,1,26,1,,,,,,,,,
Course,1,2018,30Q258,EES81,ENGLISH 9 1 OF 2,97, ,97,1,26,1,,,,,,,,,
Course,1,2018,30Q258,EES82,ENGLISH 9 2 OF 2,97, ,97,1,26,1,,,,,,,,,
Course,1,2018,30Q258,MGS21,GEOMETRY 1 OF 2,99, ,99,1,26,1,,,,,,,,,
Course,1,2018,30Q258,PHS21,HEALTH 1 of 2,98, ,98,0.5,26,0.5,,,,,,,,,
Course,1,2018,30Q258,PPS81,PHYS ED,100, ,100,0.5,26,0.5,,,,,,,,,
Course,1,2018,30Q258,SES21,EARTH SCIENCE 1 OF 2,98, ,98,1,26,1,,,,,,,,,
Course,1,2018,30Q258,SES21QL,EARTH SCIENCE LAB 1 ,P,*,,0,26,0,,,,,,,,,
Course,1,2018,30Q258,SQS21T,ENGINEERING FOUNDATI,99, ,99,1,26,1,98.42857143,7,7,7,,,,,
Course,2,2017,25Q281,MEN11A,ALGEBRA,90, ,90,2,26,2,,,,,,,,,
Course,2,2017,25Q281,SLN11A,LIVING ENV,91, ,91,2,26,2,90.5,4,4,4,,,,,
Exam  ,7,2018,30Q502,MXRKG ,CC GEOMETRY REG AUG,85,*,85,0,26,0,,0,0,0,,,,,
Exam  ,2,2018,30Q258,SXRUE ,PHSET ES R JUN,94,*,94,0,26,0,,0,0,0,,,,,
Exam  ,2,2017,25Q281,MXRCE ,CC ALGEBRA I REG JUN,85,*,85,0,26,0,,,,,,,,,
Exam  ,2,2017,25Q281,SXRKE ,LIVENVIR R JUNE,95,*,95,0,26,0,,0,0,0,219606209,26,26,95.48,25
Course,1,2019,30Q258,EES81,ENGLISH 9 1 OF 2,77, ,77,1,7,1,,,,,,,,,
Course,1,2019,30Q258,EES82,ENGLISH 9 2 OF 2,77, ,77,1,7,1,,,,,,,,,
Course,1,2019,30Q258,MES41,CC ALGEBRA 1 OF 4,78, ,78,1,7,1,,,,,,,,,
Course,1,2019,30Q258,MES42,CC ALGEBRA 2 OF 4,78, ,78,1,7,1,,,,,,,,,
Course,1,2019,30Q258,PHS21,HEALTH 1 of 2,80, ,80,0.5,7,0.5,,,,,,,,,
Course,1,2019,30Q258,PPS81,PHYS ED,91, ,91,0.5,7,0.5,,,,,,,,,
Course,1,2019,30Q258,SLS21,LIVING ENV 1 OF 2,81, ,81,1,7,1,,,,,,,,,
Course,1,2019,30Q258,SLS21QL,LIVING ENV 1 LAB 1 O,P,*,,0,7,0,,,,,,,,,
Course,1,2019,30Q258,SQS21T,ENGINEERING FOUNDATI,81, ,81,1,7,1,79.64285714,7,7,7,219219235,7,7,79.64285714,7
Course,1,2019,30Q258,ANS21,STUDIO ART I 1 of 2,80, ,80,1,0,1,,,,,,,,,
Course,1,2019,30Q258,EES87X,AP English Language ,85, ,85,1,0,1,,,,,,,,,
Course,1,2019,30Q258,FSS61,SPANISH I  1 OF 2,80, ,80,1,0,1,,,,,,,,,
Course,1,2019,30Q258,HUS21X,AP US History,70, ,70,1,0,1,,,,,,,,,
Course,1,2019,30Q258,MRS21,ALGEBRA 2 / TRIG 1 O,65, ,65,1,0,1,,,,,,,,,
Course,1,2019,30Q258,PPS85,PHYS ED,80, ,80,0.5,0,0.5,,,,,,,,,
Course,1,2019,30Q258,RQS41T,Technology & Sustain,77, ,77,0.5,0,0.5,,,,,,,,,
Course,1,2019,30Q258,SCS21,CHEMISTRY 1 OF 2,84, ,84,1,0,1,,,,,,,,,
Course,1,2019,30Q258,SCS21QL,CHEMISTRY LAB 1 OF 2,P,*,,0,0,0,77.5,7,7,7,,,,,
Course,2,2018,30Q258,AUS22,Digital Art 2 of 2,87, ,87,0.5,0,0.5,,,,,,,,,
Course,2,2018,30Q258,EES86,ENGLISH 11 2 OF 2,76, ,76,1,0,1,,,,,,,,,
Course,2,2018,30Q258,HGS43,GLOBAL STUDIES 10 1 ,80, ,80,1,0,1,,,,,,,,,
Course,2,2018,30Q258,HGS44,GLOBAL STUDIES 10 2 ,80, ,80,1,0,1,,,,,,,,,
Course,2,2018,30Q258,MGS22,GEOMETRY 2 OF 2,71, ,71,1,0,1,,,,,,,,,
Course,2,2018,30Q258,PPS84,PHYS ED,95, ,95,0.5,0,0.5,,,,,,,,,
Course,2,2018,30Q258,RVS22T,Engineering in the W,78, ,78,1,0,1,,,,,,,,,
Course,2,2018,30Q258,SES22,EARTH SCIENCE 2 OF 2,81, ,81,1,0,1,,,,,,,,,
Course,2,2018,30Q258,SES22QL,EARTH SCIENCE LAB 2 ,P,*,,0,0,0,79.57142857,7,7,7,,,,,
Course,1,2018,30Q258,AUS21,Digital Art 1 of 2,78, ,78,0.5,0,0.5,,,,,,,,,
Course,1,2018,30Q258,EES85,ENGLISH 11 1 OF 2,80, ,80,1,0,1,,,,,,,,,
Course,1,2018,30Q258,HGS41,GLOBAL STUDIES 9 1 O,85, ,85,1,0,1,,,,,,,,,
Course,1,2018,30Q258,HGS42,GLOBAL STUDIES 9 2 O,85, ,85,1,0,1,,,,,,,,,
Course,1,2018,30Q258,MGS21,GEOMETRY 1 OF 2,83, ,83,1,0,1,,,,,,,,,
Course,1,2018,30Q258,PPS83,PHYS ED,93, ,93,0.5,0,0.5,,,,,,,,,
Course,1,2018,30Q258,RVS21T,Engineering in the W,80, ,80,1,0,1,,,,,,,,,
Course,1,2018,30Q258,SES21,EARTH SCIENCE 1 OF 2,77, ,77,1,0,1,,,,,,,,,
Course,1,2018,30Q258,SES21QL,EARTH SCIENCE LAB 1 ,P,*,,0,0,0,82.21428571,7,7,7,,,,,
Course,2,2017,30Q258,EES83,ENGLISH 10 1 OF 2,84, ,84,1,0,1,,,,,,,,,
Course,2,2017,30Q258,EES84,ENGLISH 10 2 OF 2,84, ,84,1,0,1,,,,,,,,,
Course,2,2017,30Q258,MES43,CC ALGEBRA 3 OF 4,69, ,69,1,0,1,,,,,,,,,
Course,2,2017,30Q258,MES44,CC ALGEBRA 4 OF 4,69, ,69,1,0,1,,,,,,,,,
Course,2,2017,30Q258,PHS22,HEALTH 2 of 2,65, ,65,0.5,0,0.5,,,,,,,,,
Course,2,2017,30Q258,PPS82,PHYS ED,90, ,90,0.5,0,0.5,,,,,,,,,
Course,2,2017,30Q258,SLS22,LIVING ENV 2 OF 2,86, ,86,1,0,1,,,,,,,,,
Course,2,2017,30Q258,SLS22QL,LIVING ENV LAB 2 OF ,100, ,100,0,0,0,,,,,,,,,
Course,2,2017,30Q258,SQS22T,ENGINEERING FOUNDATI,90, ,90,1,0,1,79.92857143,7,7,7,,,,,
Course,1,2017,30Q258,EES81,ENGLISH 9 1 OF 2,80, ,80,1,0,1,,,,,,,,,
Course,1,2017,30Q258,EES82,ENGLISH 9 2 OF 2,80, ,80,1,0,1,,,,,,,,,
Course,1,2017,30Q258,MES41,CC ALGEBRA 1 OF 4,75, ,75,1,0,1,,,,,,,,,
Course,1,2017,30Q258,MES42,CC ALGEBRA 2 OF 4,75, ,75,1,0,1,,,,,,,,,
Course,1,2017,30Q258,PHS21,HEALTH 1 of 2,75, ,75,0.5,0,0.5,,,,,,,,,
Course,1,2017,30Q258,PPS81,PHYS ED,90, ,90,0.5,0,0.5,,,,,,,,,
Course,1,2017,30Q258,SLS21,LIVING ENV 1 OF 2,85, ,85,1,0,1,,,,,,,,,
Course,1,2017,30Q258,SLS21QL,LIVING ENV 1 LAB 1 O,91, ,91,0,0,0,,,,,,,,,
Course,1,2017,30Q258,SQS21T,ENGINEERING FOUNDATI,75, ,75,1,0,1,78.92857143,7,7,7,,,,,
Exam  ,2,2018,30Q258,EXRCE ,CC ELA REG JUN,84,*,84,0,0,0,,,,,,,,,
Exam  ,2,2018,30Q258,HXRCE ,GLOBAL II REG JUN,86,*,86,0,0,0,,,,,,,,,
Exam  ,2,2018,30Q258,MXRKE ,CC GEOMETRY REG JUN,60,*,60,0,0,0,,,,,,,,,
Exam  ,2,2018,30Q258,SXRUE ,PHSET ES R JUN,85,*,85,0,0,0,,0,0,0,,,,,
Exam  ,2,2017,30Q258,MXRCE ,CC ALGEBRA I REG JUN,76, ,76,0,0,0,,,,,,,,,
Exam  ,2,2017,30Q258,SXRKE ,LIVENVIR R JUNE,83, ,83,0,0,0,,0,0,0,217108224,35,35,79.62857143,35
Course,1,2019,30Q258,AUS21,Digital Art 1 of 2,75, ,75,0.5,21,0.5,,,,,,,,,
Course,1,2019,30Q258,EES85,ENGLISH 11 1 OF 2,78, ,78,1,21,1,,,,,,,,,
Course,1,2019,30Q258,HGS41,GLOBAL STUDIES 9 1 O,82, ,82,1,21,1,,,,,,,,,
Course,1,2019,30Q258,HGS42,GLOBAL STUDIES 9 2 O,82, ,82,1,21,1,,,,,,,,,
Course,1,2019,30Q258,MGS21,GEOMETRY 1 OF 2,78, ,78,1,21,1,,,,,,,,,
Course,1,2019,30Q258,PPS83,PHYS ED,94, ,94,0.5,21,0.5,,,,,,,,,
Course,1,2019,30Q258,RVS21T,Engineering in the W,80, ,80,1,21,1,,,,,,,,,
Course,1,2019,30Q258,SWS21X,AP Environmental Sci,78, ,78,1,21,1,,,,,,,,,
Course,1,2019,30Q258,SWS21XL,AP Environmental Sci,P,*,,0,21,0,80.35714286,7,7,7,,,,,
Course,2,2018,30Q258,EES83,ENGLISH 10 1 OF 2,81, ,81,1,21,1,,,,,,,,,
Course,2,2018,30Q258,EES84,ENGLISH 10 2 OF 2,81, ,81,1,21,1,,,,,,,,,
Course,2,2018,30Q258,MES43,INTEGRATED ALGEBRA 3,75, ,75,1,21,1,,,,,,,,,
Course,2,2018,30Q258,MES44,INTEGRATED ALGEBRA 4,75, ,75,1,21,1,,,,,,,,,
Course,2,2018,30Q258,PHS22,HEALTH 2 of 2,79, ,79,0.5,21,0.5,,,,,,,,,
Course,2,2018,30Q258,PPS82,PHYS ED,91, ,91,0.5,21,0.5,,,,,,,,,
Course,2,2018,30Q258,SLS22,LIVING ENV 2 OF 2,85, ,85,1,21,1,,,,,,,,,
Course,2,2018,30Q258,SLS22QL,LIVING ENV LAB 2 OF ,P,*,,0,21,0,,,,,,,,,
Course,2,2018,30Q258,SQS22T,ENGINEERING FOUNDATI,76, ,76,1,21,1,79.71428571,7,7,7,,,,,
Course,1,2018,30Q258,EES81,ENGLISH 9 1 OF 2,88, ,88,1,21,1,,,,,,,,,
Course,1,2018,30Q258,EES82,ENGLISH 9 2 OF 2,88, ,88,1,21,1,,,,,,,,,
Course,1,2018,30Q258,MES41,INTEGRATED ALGEBRA 1,88, ,88,1,21,1,,,,,,,,,
Course,1,2018,30Q258,MES42,INTEGRATED ALGEBRA 2,88, ,88,1,21,1,,,,,,,,,
Course,1,2018,30Q258,PHS21,HEALTH 1 of 2,77, ,77,0.5,21,0.5,,,,,,,,,
Course,1,2018,30Q258,PPS81,PHYS ED,96, ,96,0.5,21,0.5,,,,,,,,,
Course,1,2018,30Q258,SLS21,LIVING ENV 1 OF 2,90, ,90,1,21,1,,,,,,,,,
Course,1,2018,30Q258,SLS21QL,LIVING ENV 1 LAB 1 O,P,*,,0,21,0,,,,,,,,,
Course,1,2018,30Q258,SQS21T,ENGINEERING FOUNDATI,80, ,80,1,21,1,86.92857143,7,7,7,,,,,
Exam  ,2,2018,30Q258,MXRCE ,CC ALGEBRA I REG JUN,86,*,86,0,21,0,,,,,,,,,
Exam  ,2,2018,30Q258,SXRKE ,LIVENVIR R JUNE,89,*,89,0,21,0,,0,0,0,219538261,21,21,82.33333333,21
Course,1,2019,30Q258,EES81,ENGLISH 9 1 OF 2,70, ,70,1,7,1,,,,,,,,,
Course,1,2019,30Q258,EES82,ENGLISH 9 2 OF 2,70, ,70,1,7,1,,,,,,,,,
Course,1,2019,30Q258,MES41,CC ALGEBRA 1 OF 4,81, ,81,1,7,1,,,,,,,,,
Course,1,2019,30Q258,MES42,CC ALGEBRA 2 OF 4,81, ,81,1,7,1,,,,,,,,,
Course,1,2019,30Q258,PHS21,HEALTH 1 of 2,69, ,69,0.5,7,0.5,,,,,,,,,
Course,1,2019,30Q258,PPS81,PHYS ED,85, ,85,0.5,7,0.5,,,,,,,,,
Course,1,2019,30Q258,SLS21,LIVING ENV 1 OF 2,81, ,81,1,7,1,,,,,,,,,
Course,1,2019,30Q258,SLS21QL,LIVING ENV 1 LAB 1 O,P,*,,0,7,0,,,,,,,,,
Course,1,2019,30Q258,SQS21T,ENGINEERING FOUNDATI,76, ,76,1,7,1,76.57142857,7,7,7,218531184,7,7,76.57142857,7
Course,1,2019,30Q258,ANS21,STUDIO ART I 1 of 2,72, ,72,1,35.5,1,,,,,,,,,
Course,1,2019,30Q258,EES87X,AP English Language ,83, ,83,1,35.5,1,,,,,,,,,
Course,1,2019,30Q258,FSS61,SPANISH I  1 OF 2,77, ,77,1,35.5,1,,,,,,,,,
Course,1,2019,30Q258,HUS21X,AP US History,79, ,79,1,35.5,1,,,,,,,,,
Course,1,2019,30Q258,MRS21,ALGEBRA 2 / TRIG 1 O,71, ,71,1,35.5,1,,,,,,,,,
Course,1,2019,30Q258,PPS85,PHYS ED,96, ,96,0.5,35.5,0.5,,,,,,,,,
Course,1,2019,30Q258,RQS41T,Technology & Sustain,90, ,90,0.5,35.5,0.5,,,,,,,,,
Course,1,2019,30Q258,SCS21,CHEMISTRY 1 OF 2,75, ,75,1,35.5,1,,,,,,,,,
Course,1,2019,30Q258,SCS21QL,CHEMISTRY LAB 1 OF 2,P,*,,0,35.5,0,78.57142857,7,7,7,,,,,
Course,2,2018,30Q258,AUS22,Digital Art 2 of 2,92, ,92,0.5,35.5,0.5,,,,,,,,,
Course,2,2018,30Q258,EES86,ENGLISH 11 2 OF 2,86, ,86,1,35.5,1,,,,,,,,,
