Course/exam,TermCD,SchoolYear,CourseSchoolDBN,Table,CourseTitle,Mark,Mark,NumericEquivalent,Credits,CreditEarned,CreditEarned,Term Average Display,Credits Total,Credit Earned Total,Credits Average,StudentID,Credits Total,Credit Earned Total,Cumulative Term Average1,Credits Average
Course,1,2019,30Q258,EES21,Capstone,69, ,69,1,0,1,,,,,,,,,
Course,1,2019,30Q258,HES11,ECONOMICS,75, ,75,1,0,1,,,,,,,,,
Course,1,2019,30Q258,MPS21,Pre-Calculus,73, ,73,1,0,1,,,,,,,,,
Course,1,2019,30Q258,PPS87,PHYS ED,70, ,70,0.5,0,0.5,,,,,,,,,
Course,1,2019,30Q258,RQS43T,Technology & Sustain,91, ,91,0.5,0,0.5,,,,,,,,,
Course,1,2019,30Q258,SKS21XP,AP Computer Science ,65, ,65,1,0,1,,,,,,,,,
Course,1,2019,30Q258,SQS21QA,Advanced Engineering,95, ,95,1,0,1,73.21428571,7,6,7,,,,,
Course,2,2018,30Q258,ANS22,STUDIO ART II 2 of 2,71, ,71,1,0,1,,,,,,,,,
Course,2,2018,30Q258,EES88X,AP English Language ,79, ,79,1,0,1,,,,,,,,,
Course,2,2018,30Q258,FSS62,SPANISH I  2 OF 2,66, ,66,1,0,1,,,,,,,,,
Course,2,2018,30Q258,HUS22,US HISTORY 2 OF 2,70, ,70,1,0,1,,,,,,,,,
Course,2,2018,30Q258,MRS22,ALGEBRA 2 / TRIG 2 O,65, ,65,1,0,1,,,,,,,,,
Course,2,2018,30Q258,PPS86,PHYS ED,66, ,66,0.5,0,0.5,,,,,,,,,
Course,2,2018,30Q258,RQS42T,College and Career F,67, ,67,0.5,0,0.5,,,,,,,,,
Course,2,2018,30Q258,SWS22QC,Environmental Scienc,70, ,70,1,0,1,,,,,,,,,
Course,2,2018,30Q258,SWS22QLC,Environmental Scienc,P,*,,0,0,0,69.64285714,7,7,7,,,,,
Course,1,2018,30Q258,EES87X,AP English Language ,76, ,76,1,0,1,,,,,,,,,
Course,1,2018,30Q258,FSS61,SPANISH I  1 OF 2,65, ,65,1,0,1,,,,,,,,,
Course,1,2018,30Q258,HUS21,US HISTORY 1 OF 2,76, ,76,1,0,1,,,,,,,,,
Course,1,2018,30Q258,MRS21,ALGEBRA 2 / TRIG 1 O,79, ,79,1,0,1,,,,,,,,,
Course,1,2018,30Q258,PHS11,HEALTH,78, ,78,1,0,1,,,,,,,,,
Course,1,2018,30Q258,PPS85,PHYS ED,74, ,74,0.5,0,0.5,,,,,,,,,
Course,1,2018,30Q258,RQS41T,College and Career F,81, ,81,0.5,0,0.5,,,,,,,,,
Course,1,2018,30Q258,SWS21QC,Environmental Scienc,83, ,83,1,0,1,,,,,,,,,
Course,1,2018,30Q258,SWS21QLC,Environmental Scienc,P,*,,0,0,0,76.35714286,7,7,7,,,,,
Course,2,2017,30Q258,CHS22,Greek Theater II,92, ,92,0.5,0,0.5,,,,,,,,,
Course,2,2017,30Q258,EES86,ENGLISH 11 2 OF 2,77, ,77,1,0,1,,,,,,,,,
Course,2,2017,30Q258,HGS43,GLOBAL STUDIES 10 1 ,65, ,65,1,0,1,,,,,,,,,
Course,2,2017,30Q258,HGS44,GLOBAL STUDIES 10 2 ,65, ,65,1,0,1,,,,,,,,,
Course,2,2017,30Q258,MGS22,CC Geometry 2 of 2,65, ,65,1,0,1,,,,,,,,,
Course,2,2017,30Q258,PPS84,PHYS ED,85, ,85,0.5,0,0.5,,,,,,,,,
Course,2,2017,30Q258,RVS22T,Engineering in the W,88, ,88,1,0,1,,,,,,,,,
Course,2,2017,30Q258,SES22,EARTH SCIENCE 2 OF 2,76, ,76,1,0,1,,,,,,,,,
Course,2,2017,30Q258,SES22QL,EARTH SCIENCE LAB 2 ,P,*,,0,0,0,74.92857143,7,7,7,,,,,
Course,1,2017,30Q258,CHS21,Greek Theater I,96, ,96,0.5,0,0.5,,,,,,,,,
Course,1,2017,30Q258,EES85,ENGLISH 11 1 OF 2,82, ,82,1,0,1,,,,,,,,,
Course,1,2017,30Q258,HGS41,GLOBAL STUDIES 9 1 O,75, ,75,1,0,1,,,,,,,,,
Course,1,2017,30Q258,HGS42,GLOBAL STUDIES 9 2 O,75, ,75,1,0,1,,,,,,,,,
Course,1,2017,30Q258,MGS21,CC Geometry 1 of 2,75, ,75,1,0,1,,,,,,,,,
Course,1,2017,30Q258,PPS83,PHYS ED,90, ,90,0.5,0,0.5,,,,,,,,,
Course,1,2017,30Q258,RVS21T,Engineering in the W,90, ,90,1,0,1,,,,,,,,,
Course,1,2017,30Q258,SES21,EARTH SCIENCE 1 OF 2,83, ,83,1,0,1,,,,,,,,,
Course,1,2017,30Q258,SES21QL,EARTH SCIENCE LAB 1 ,P,*,,0,0,0,81.85714286,7,7,7,,,,,
Course,2,2016,30Q258,ANS21,STUDIO ART I 1 of 2,77, ,77,1,0,1,,,,,,,,,
Course,2,2016,30Q258,EES83,ENGLISH 10 1 OF 2,80, ,80,1,0,1,,,,,,,,,
Course,2,2016,30Q258,EES84,ENGLISH 10 2 OF 2,80, ,80,1,0,1,,,,,,,,,
Course,2,2016,30Q258,MES22,CC Algebra I 2 of 2,75, ,75,1,0,1,,,,,,,,,
Course,2,2016,30Q258,PPS82,PHYS ED,85, ,85,0.5,0,0.5,,,,,,,,,
Course,2,2016,30Q258,SLS22,LIVING ENV 2 OF 2,71, ,71,1,0,1,,,,,,,,,
Course,2,2016,30Q258,SLS22QL,LIVING ENV LAB 2 OF ,P,*,,0,0,0,,,,,,,,,
Course,2,2016,30Q258,SQS22T,ENGINEERING FOUNDATI,86, ,86,1,0,1,78.69230769,6.5,6.5,6.5,,,,,
Course,1,2016,30Q258,EES81,ENGLISH 9 1 OF 2,80, ,80,1,0,1,,,,,,,,,
Course,1,2016,30Q258,EES82,ENGLISH 9 2 OF 2,80, ,80,1,0,1,,,,,,,,,
Course,1,2016,30Q258,MES21,CC Algebra I 1 of 2,85, ,85,1,0,1,,,,,,,,,
Course,1,2016,30Q258,PPS81,PHYS ED,90, ,90,0.5,0,0.5,,,,,,,,,
Course,1,2016,30Q258,RZS21T,WORK BASED LEARNING ,86, ,86,1,0,1,,,,,,,,,
Course,1,2016,30Q258,SLS21,LIVING ENV 1 OF 2,80, ,80,1,0,1,,,,,,,,,
Course,1,2016,30Q258,SLS21QL,LIVING ENV 1 LAB 1 O,P,*,,0,0,0,,,,,,,,,
Course,1,2016,30Q258,SQS21T,ENGINEERING FOUNDATI,93, ,93,1,0,1,84.46153846,6.5,6.5,6.5,,,,,
Exam  ,2,2018,30Q258,EXRCE ,CC ELA REG JUN,80,*,80,0,0,0,,,,,,,,,
Exam  ,2,2018,30Q258,HXRUE ,USHIST REG JUNE,65,*,65,0,0,0,,,,,,,,,
Exam  ,2,2018,30Q258,MXRNE ,CC ALGEBRA II REG JU,71, ,71,0,0,0,,,,,,,,,
Exam  ,2,2018,30Q258,SXRKE ,LIVENVIR R JUNE,68,*,68,0,0,0,,0,0,0,,,,,
Exam  ,2,2017,30Q258,HXRTE ,GLOBAL TRNS REG JUN,87,*,87,0,0,0,,,,,,,,,
Exam  ,2,2017,30Q258,MXRKE ,CC GEOMETRY REG JUN,64, ,64,0,0,0,,,,,,,,,
Exam  ,2,2017,30Q258,SXRUE ,PHSET ES R JUN,42, ,42,0,0,0,,0,0,0,,,,,
Exam  ,1,2017,30Q258,MXRCR ,CC ALGEBRA I REG JAN,66, ,66,0,0,0,,0,0,0,202994331,48,47,76.92708333,48
Course,2,2018,30Q258,AJS11,Digital Photography,93, ,93,1,56,1,,,,,,,,,
Course,2,2018,30Q258,ALS22,Advanced Art Portfol,84, ,84,1,56,1,,,,,,,,,
Course,2,2018,30Q258,FSS65,SPANISH III  1 OF 2,80, ,80,1,56,1,,,,,,,,,
Course,2,2018,30Q258,FSS66,SPANISH III   2 OF 2,80, ,80,1,56,1,,,,,,,,,
Course,2,2018,30Q258,HVS11,PART IN GOVT,90, ,90,1,56,1,,,,,,,,,
Course,2,2018,30Q258,PPS88,PHYS ED,100, ,100,0.5,56,0.5,,,,,,,,,
Course,2,2018,30Q258,RQS44T,CDOS Career Studies ,86, ,86,0.5,56,0.5,,,,,,,,,
Course,2,2018,30Q258,SKS22X,AP Comp Sci Princip,97, ,97,1,56,1,88.14285714,7,7,7,,,,,
Course,1,2018,30Q258,EWS11U,ENG 259 Technical Wr,A, ,95,1,56,1,,,,,,,,,
Course,1,2018,30Q258,FSS63,SPANISH II  1 OF 2,80, ,80,1,56,1,,,,,,,,,
Course,1,2018,30Q258,FSS64,SPANISH II   2 OF 2,80, ,80,1,56,1,,,,,,,,,
Course,1,2018,30Q258,HES11,ECONOMICS,91, ,91,1,56,1,,,,,,,,,
Course,1,2018,30Q258,MQS11S,MAT 115 Skills Lab,P,*,,0,56,0,,,,,,,,,
Course,1,2018,30Q258,MQS11U**,MAT 115 - College Al,B, ,85,1,56,1,,,,,,,,,
Course,1,2018,30Q258,PPS87,PHYS ED,95, ,95,0.5,56,0.5,,,,,,,,,
Course,1,2018,30Q258,RQS43T,CDOS Career Studies ,94, ,94,0.5,56,0.5,,,,,,,,,
Course,1,2018,30Q258,SKS21X,AP Computer Science ,98, ,98,1,56,1,90.28571429,7,7,7,,,,,
Course,2,2017,30Q258,EES88,ENGLISH 12 2 OF 2,90, ,90,1,56,1,,,,,,,,,
Course,2,2017,30Q258,FSS62,SPANISH I  2 OF 2,86, ,86,1,56,1,,,,,,,,,
Course,2,2017,30Q258,HUS22,US HISTORY 2 OF 2,90, ,90,1,56,1,,,,,,,,,
Course,2,2017,30Q258,MRS22,CC Algebra II 2 of 2,87, ,87,1,56,1,,,,,,,,,
Course,2,2017,30Q258,PPS86,PHYS ED,100, ,100,0.5,56,0.5,,,,,,,,,
Course,2,2017,30Q258,RQS42T,College and Career F,88, ,88,0.5,56,0.5,,,,,,,,,
Course,2,2017,30Q258,SKS22,Science of Robotics ,100, ,100,0.5,56,0.5,,,,,,,,,
Course,2,2017,30Q258,SPS22,PHYSICS  2 OF 2,97, ,97,1,56,1,,,,,,,,,
Course,2,2017,30Q258,SPS22QL,PHYSICS LAB 2 OF 2,P,*,,0,56,0,,,,,,,,,
Course,2,2017,30Q258,TQS22,Robotics Fabrication,100, ,100,1,56,1,92.53333333,7.5,7.5,7.5,,,,,
Course,1,2017,30Q258,ANS22,STUDIO ART II,87, ,87,1,56,1,,,,,,,,,
Course,1,2017,30Q258,EES87U,ENG 101 English 12 1,B-, ,83,1,56,1,,,,,,,,,
Course,1,2017,30Q258,FSS61,SPANISH I  1 OF 2,86, ,86,1,56,1,,,,,,,,,
Course,1,2017,30Q258,HUS21,US HISTORY 1 OF 2,90, ,90,1,56,1,,,,,,,,,
Course,1,2017,30Q258,MRS21,CC Algebra II 1 of 2,82, ,82,1,56,1,,,,,,,,,
Course,1,2017,30Q258,PPS85,PHYS ED,95, ,95,0.5,56,0.5,,,,,,,,,
Course,1,2017,30Q258,RQS41T,College and Career F,100, ,100,0.5,56,0.5,,,,,,,,,
Course,1,2017,30Q258,SPS21,PHYSICS  1 OF 2,88, ,88,1,56,1,,,,,,,,,
Course,1,2017,30Q258,SPS21QL,PHYSICS  LAB 1 OF 2,P,*,,0,56,0,87.64285714,7,7,7,,,,,
Course,2,2016,30Q258,EES86,ENGLISH 11 2 OF 2,85, ,85,1,56,1,,,,,,,,,
Course,2,2016,30Q258,HGS43,GLOBAL STUDIES 10 1 ,88, ,88,1,56,1,,,,,,,,,
Course,2,2016,30Q258,HGS44,GLOBAL STUDIES 10 2 ,88, ,88,1,56,1,,,,,,,,,
Course,2,2016,30Q258,MGS22,CC Geometry 2 of 2,91, ,91,1,56,1,,,,,,,,,
Course,2,2016,30Q258,PPS84,PHYS ED,90, ,90,0.5,56,0.5,,,,,,,,,
Course,2,2016,30Q258,RZS22T,WORK BASED LEARNING ,86, ,86,1,56,1,,,,,,,,,
Course,2,2016,30Q258,SCS22,CHEMISTRY 2 OF 2,91, ,91,1,56,1,,,,,,,,,
Course,2,2016,30Q258,SCS22QL,CHEMISTRY LAB 2 OF 2,P,*,,0,56,0,88.30769231,6.5,6.5,6.5,,,,,
Course,1,2016,30Q258,EES85,ENGLISH 11 1 OF 2,91, ,91,1,56,1,,,,,,,,,
Course,1,2016,30Q258,HBS11U**,HUP 102 Critical Thi,B, ,85,0.5,56,0.5,,,,,,,,,
Course,1,2016,30Q258,HGS41,GLOBAL STUDIES 9 1 O,90, ,90,1,56,1,,,,,,,,,
Course,1,2016,30Q258,HGS42,GLOBAL STUDIES 9 2 O,90, ,90,1,56,1,,,,,,,,,
Course,1,2016,30Q258,MGS21,CC Geometry 1 of 2,96, ,96,1,56,1,,,,,,,,,
Course,1,2016,30Q258,PPS83,PHYS ED,90, ,90,0.5,56,0.5,,,,,,,,,
Course,1,2016,30Q258,SCS21,CHEMISTRY 1 OF 2,90, ,90,1,56,1,,,,,,,,,
Course,1,2016,30Q258,SCS21QL,CHEMISTRY LAB 1 OF 2,P,*,,0,56,0,,,,,,,,,
Course,1,2016,30Q258,SQS11T,Engineering Design P,95, ,95,1,56,1,91.96428571,7,7,7,,,,,
Course,2,2015,30Q258,EES83,ENGLISH 10 1 OF 2,88, ,88,1,56,1,,,,,,,,,
Course,2,2015,30Q258,EES84,ENGLISH 10 2 OF 2,88, ,88,1,56,1,,,,,,,,,
Course,2,2015,30Q258,MES22,INTEGRATED ALGEBRA 2,100, ,100,1,56,1,,,,,,,,,
Course,2,2015,30Q258,MQS11P,Math Lab,CR,*,,0,56,0,,,,,,,,,
Course,2,2015,30Q258,PHS22,HEALTH 2 of 2,96, ,96,0.5,56,0.5,,,,,,,,,
Course,2,2015,30Q258,PPS82,PHYS ED,97, ,97,0.5,56,0.5,,,,,,,,,
Course,2,2015,30Q258,RZS21T,WORK BASED LEARNING ,97, ,97,1,56,1,,,,,,,,,
Course,2,2015,30Q258,SLS22,LIVING ENV 2 OF 2,88, ,88,1,56,1,,,,,,,,,
Course,2,2015,30Q258,SLS22QL,LIVING ENV LAB 2 OF ,CR,*,,0,56,0,,,,,,,,,
Course,2,2015,30Q258,SQS21T,ENGINEERING FOUNDATI,89, ,89,1,56,1,92.35714286,7,7,7,,,,,
Course,1,2015,30Q258,ANS21,STUDIO ART I 1 of 2,89, ,89,1,56,1,,,,,,,,,
Course,1,2015,30Q258,EES81,ENGLISH 9 1 OF 2,88, ,88,1,56,1,,,,,,,,,
Course,1,2015,30Q258,EES82,ENGLISH 9 2 OF 2,88, ,88,1,56,1,,,,,,,,,
Course,1,2015,30Q258,GAS21,Freshman Seminar,CR,*,,0,56,0,,,,,,,,,
Course,1,2015,30Q258,MES21,INTEGRATED ALGEBRA 1,82, ,82,1,56,1,,,,,,,,,
Course,1,2015,30Q258,MKS11,COMPUTER PROGRAMMING,88, ,88,1,56,1,,,,,,,,,
Course,1,2015,30Q258,PHS21,HEALTH 1 of 2,97, ,97,0.5,56,0.5,,,,,,,,,
Course,1,2015,30Q258,PPS81,PHYS ED,95, ,95,0.5,56,0.5,,,,,,,,,
Course,1,2015,30Q258,SLS21,LIVING ENV 1 OF 2,90, ,90,1,56,1,,,,,,,,,
Course,1,2015,30Q258,SLS21QL,LIVING ENV 1 LAB 1 O,CR,*,,0,56,0,88.71428571,7,7,7,,,,,
Exam  ,2,2018,30Q258,FXTSE ,SPANISH LOTE,65, ,65,0,56,0,,0,0,0,,,,,
Exam  ,2,2017,30Q258,HXRUE ,USHIST REG JUNE,96, ,96,0,56,0,,,,,,,,,
Exam  ,2,2017,30Q258,MXRNE ,CC ALGEBRA II REG JU,76, ,76,0,56,0,,,,,,,,,
Exam  ,2,2017,30Q258,SXRPE ,PHYSICS REG JUN,75, ,75,0,56,0,,0,0,0,,,,,
Exam  ,2,2016,30Q258,EXRCE ,CC ELA REG JUN,88, ,88,0,56,0,,,,,,,,,
Exam  ,2,2016,30Q258,HXRGE ,GLOB HIST REG JUN,86, ,86,0,56,0,,,,,,,,,
Exam  ,2,2016,30Q258,MXRKE ,CC GEOMETRY REG JUN,74, ,74,0,56,0,,,,,,,,,
Exam  ,2,2016,30Q258,SXRXE ,CHEMISTRY R JUNE,75, ,75,0,56,0,,0,0,0,,,,,
Exam  ,2,2015,30Q258,MXRCE ,CC ALGEBRA I REG JUN,84, ,84,0,56,0,,,,,,,,,
Exam  ,2,2015,30Q258,SXRKE ,LIVENVIR R JUNE,94, ,94,0,56,0,,0,0,0,208101345,56,56,90.03125,56
Course,1,2019,30Q258,AUS21,Digital Art 1 of 2,84, ,84,0.5,25,0.5,,,,,,,,,
Course,1,2019,30Q258,EES85,ENGLISH 11 1 OF 2,80, ,80,1,25,1,,,,,,,,,
Course,1,2019,30Q258,HGS41,GLOBAL STUDIES 9 1 O,88, ,88,1,25,1,,,,,,,,,
Course,1,2019,30Q258,HGS42,GLOBAL STUDIES 9 2 O,88, ,88,1,25,1,,,,,,,,,
Course,1,2019,30Q258,MGS21,GEOMETRY 1 OF 2,87, ,87,1,25,1,,,,,,,,,
Course,1,2019,30Q258,PPS83,PHYS ED,97, ,97,0.5,25,0.5,,,,,,,,,
Course,1,2019,30Q258,RVS21T,Engineering in the W,97, ,97,1,25,1,,,,,,,,,
Course,1,2019,30Q258,SCS21,CHEMISTRY 1 OF 2,91, ,91,1,25,1,,,,,,,,,
Course,1,2019,30Q258,SCS21QL,CHEMISTRY LAB 1 OF 2,P,*,,0,25,0,88.78571429,7,7,7,,,,,
Course,2,2018,30Q258,EES83,ENGLISH 10 1 OF 2,87, ,87,1,25,1,,,,,,,,,
Course,2,2018,30Q258,EES84,ENGLISH 10 2 OF 2,87, ,87,1,25,1,,,,,,,,,
Course,2,2018,30Q258,MES43,INTEGRATED ALGEBRA 3,90, ,90,1,25,1,,,,,,,,,
Course,2,2018,30Q258,MES44,INTEGRATED ALGEBRA 4,90, ,90,1,25,1,,,,,,,,,
Course,2,2018,30Q258,PHS22,HEALTH 2 of 2,67, ,67,0.5,25,0.5,,,,,,,,,
Course,2,2018,30Q258,PPS82,PHYS ED,86, ,86,0.5,25,0.5,,,,,,,,,
Course,2,2018,30Q258,SES22,EARTH SCIENCE 2 OF 2,83, ,83,1,25,1,,,,,,,,,
Course,2,2018,30Q258,SES22QL,EARTH SCIENCE LAB 2 ,P,*,,0,25,0,,,,,,,,,
Course,2,2018,30Q258,SQS22T,ENGINEERING FOUNDATI,89, ,89,1,25,1,86.07142857,7,7,7,,,,,
Course,1,2018,30Q258,EES81,ENGLISH 9 1 OF 2,85, ,85,1,25,1,,,,,,,,,
Course,1,2018,30Q258,EES82,ENGLISH 9 2 OF 2,85, ,85,1,25,1,,,,,,,,,
Course,1,2018,30Q258,MES41,INTEGRATED ALGEBRA 1,88, ,88,1,25,1,,,,,,,,,
Course,1,2018,30Q258,MES42,INTEGRATED ALGEBRA 2,88, ,88,1,25,1,,,,,,,,,
Course,1,2018,30Q258,PHS21,HEALTH 1 of 2,76, ,76,0.5,25,0.5,,,,,,,,,
Course,1,2018,30Q258,PPS81,PHYS ED,82, ,82,0.5,25,0.5,,,,,,,,,
Course,1,2018,30Q258,SES21,EARTH SCIENCE 1 OF 2,79, ,79,1,25,1,,,,,,,,,
Course,1,2018,30Q258,SES21QL,EARTH SCIENCE LAB 1 ,P,*,,0,25,0,,,,,,,,,
Course,1,2018,30Q258,SQS21T,ENGINEERING FOUNDATI,80, ,80,1,25,1,83.42857143,7,7,7,,,,,
Course,1,2017,30Q291,MEN11A,ALGEBRA,81, ,81,2,25,2,,,,,,,,,
Course,1,2017,30Q291,SLN11A,LIVING ENV,82, ,82,2,25,2,81.5,4,4,4,,,,,
Exam  ,2,2018,30Q258,MXRCE ,CC ALGEBRA I REG JUN,86,*,86,0,25,0,,,,,,,,,
Exam  ,2,2018,30Q258,SXRUE ,PHSET ES R JUN,80,*,80,0,25,0,,0,0,0,,,,,
Exam  ,1,2017,30Q291,SXRKE ,LIVENVIR R JUNE,88,*,88,0,25,0,,0,0,0,220082291,25,25,85.36,25
Course,1,2019,30Q258,ANS21,STUDIO ART I 1 of 2,90, ,90,1,11,1,,,,,,,,,
Course,1,2019,30Q258,EES81,ENGLISH 9 1 OF 2,91, ,91,1,11,1,,,,,,,,,
Course,1,2019,30Q258,EES82,ENGLISH 9 2 OF 2,91, ,91,1,11,1,,,,,,,,,
Course,1,2019,30Q258,MGS21,GEOMETRY 1 OF 2,90, ,90,1,11,1,,,,,,,,,
Course,1,2019,30Q258,PHS21,HEALTH 1 of 2,90, ,90,0.5,11,0.5,,,,,,,,,
Course,1,2019,30Q258,PPS81,PHYS ED,94, ,94,0.5,11,0.5,,,,,,,,,
Course,1,2019,30Q258,SLS21,LIVING ENV 1 OF 2,93, ,93,1,11,1,,,,,,,,,
Course,1,2019,30Q258,SLS21QL,LIVING ENV 1 LAB 1 O,P,*,,0,11,0,,,,,,,,,
Course,1,2019,30Q258,SQS21T,ENGINEERING FOUNDATI,89, ,89,1,11,1,90.85714286,7,7,7,,,,,
Course,1,2018,30Q204,FTN31A,ITALIAN I,94, ,94,2,11,2,,,,,,,,,
Course,1,2018,30Q204,MEN11A,ALGEBRA,93, ,93,2,11,2,93.5,4,4,4,,,,,
Exam  ,1,2018,30Q204,MXRCE ,CC ALGEBRA I REG JUN,86, ,86,0,11,0,,0,0,0,242370732,11,11,91.81818182,11
Course,1,2019,30Q258,ANS21,STUDIO ART I 1 of 2,100, ,100,1,35.5,1,,,,,,,,,
Course,1,2019,30Q258,EES87X,AP English Language ,97, ,97,1,35.5,1,,,,,,,,,
Course,1,2019,30Q258,FSS61,SPANISH I  1 OF 2,99, ,99,1,35.5,1,,,,,,,,,
Course,1,2019,30Q258,HUS21X,AP US History,99, ,99,1,35.5,1,,,,,,,,,
Course,1,2019,30Q258,MRS21,ALGEBRA 2 / TRIG 1 O,98, ,98,1,35.5,1,,,,,,,,,
Course,1,2019,30Q258,PPS85,PHYS ED,88, ,88,0.5,35.5,0.5,,,,,,,,,
Course,1,2019,30Q258,RQS41T,Technology & Sustain,97, ,97,0.5,35.5,0.5,,,,,,,,,
Course,1,2019,30Q258,SCS21,CHEMISTRY 1 OF 2,99, ,99,1,35.5,1,,,,,,,,,
Course,1,2019,30Q258,SCS21QL,CHEMISTRY LAB 1 OF 2,P,*,,0,35.5,0,97.78571429,7,7,7,,,,,
Course,2,2018,30Q258,AUS22,Digital Art 2 of 2,100, ,100,0.5,35.5,0.5,,,,,,,,,
Course,2,2018,30Q258,EES86,ENGLISH 11 2 OF 2,98, ,98,1,35.5,1,,,,,,,,,
Course,2,2018,30Q258,HBS11U**,HUP 102 Critical Thi,A, ,95,0.5,35.5,0.5,,,,,,,,,
Course,2,2018,30Q258,HGS43,GLOBAL STUDIES 10 1 ,98, ,98,1,35.5,1,,,,,,,,,
Course,2,2018,30Q258,HGS44,GLOBAL STUDIES 10 2 ,98, ,98,1,35.5,1,,,,,,,,,
Course,2,2018,30Q258,MGS22,GEOMETRY 2 OF 2,99, ,99,1,35.5,1,,,,,,,,,
Course,2,2018,30Q258,PPS84,PHYS ED,94, ,94,0.5,35.5,0.5,,,,,,,,,
Course,2,2018,30Q258,RVS22T,Engineering in the W,100, ,100,1,35.5,1,,,,,,,,,
Course,2,2018,30Q258,SES22,EARTH SCIENCE 2 OF 2,96, ,96,1,35.5,1,,,,,,,,,
Course,2,2018,30Q258,SES22QL,EARTH SCIENCE LAB 2 ,P,*,,0,35.5,0,98.43333333,7.5,7.5,7.5,,,,,
Course,1,2018,30Q258,AUS21,Digital Art 1 of 2,100, ,100,0.5,35.5,0.5,,,,,,,,,
Course,1,2018,30Q258,EES85,ENGLISH 11 1 OF 2,97, ,97,1,35.5,1,,,,,,,,,
Course,1,2018,30Q258,HGS41,GLOBAL STUDIES 9 1 O,96, ,96,1,35.5,1,,,,,,,,,
Course,1,2018,30Q258,HGS42,GLOBAL STUDIES 9 2 O,96, ,96,1,35.5,1,,,,,,,,,
Course,1,2018,30Q258,MGS21,GEOMETRY 1 OF 2,98, ,98,1,35.5,1,,,,,,,,,
Course,1,2018,30Q258,PPS83,PHYS ED,93, ,93,0.5,35.5,0.5,,,,,,,,,
Course,1,2018,30Q258,RVS21T,Engineering in the W,99, ,99,1,35.5,1,,,,,,,,,
Course,1,2018,30Q258,SES21,EARTH SCIENCE 1 OF 2,99, ,99,1,35.5,1,,,,,,,,,
Course,1,2018,30Q258,SES21QL,EARTH SCIENCE LAB 1 ,P,*,,0,35.5,0,97.35714286,7,7,7,,,,,
Course,2,2017,30Q258,EES83,ENGLISH 10 1 OF 2,98, ,98,1,35.5,1,,,,,,,,,
Course,2,2017,30Q258,EES84,ENGLISH 10 2 OF 2,98, ,98,1,35.5,1,,,,,,,,,
Course,2,2017,30Q258,MES43,CC ALGEBRA 3 OF 4,97, ,97,1,35.5,1,,,,,,,,,
Course,2,2017,30Q258,MES44,CC ALGEBRA 4 OF 4,97, ,97,1,35.5,1,,,,,,,,,
Course,2,2017,30Q258,PHS22,HEALTH 2 of 2,97, ,97,0.5,35.5,0.5,,,,,,,,,
Course,2,2017,30Q258,PPS82,PHYS ED,90, ,90,0.5,35.5,0.5,,,,,,,,,
Course,2,2017,30Q258,SLS22,LIVING ENV 2 OF 2,98, ,98,1,35.5,1,,,,,,,,,
Course,2,2017,30Q258,SLS22QL,LIVING ENV LAB 2 OF ,100, ,100,0,35.5,0,,,,,,,,,
Course,2,2017,30Q258,SQS22T,ENGINEERING FOUNDATI,99, ,99,1,35.5,1,97.21428571,7,7,7,,,,,
Course,1,2017,30Q258,EES81,ENGLISH 9 1 OF 2,97, ,97,1,35.5,1,,,,,,,,,
Course,1,2017,30Q258,EES82,ENGLISH 9 2 OF 2,97, ,97,1,35.5,1,,,,,,,,,
Course,1,2017,30Q258,MES41,CC ALGEBRA 1 OF 4,99, ,99,1,35.5,1,,,,,,,,,
Course,1,2017,30Q258,MES42,CC ALGEBRA 2 OF 4,99, ,99,1,35.5,1,,,,,,,,,
Course,1,2017,30Q258,PHS21,HEALTH 1 of 2,99, ,99,0.5,35.5,0.5,,,,,,,,,
Course,1,2017,30Q258,PPS81,PHYS ED,90, ,90,0.5,35.5,0.5,,,,,,,,,
Course,1,2017,30Q258,SLS21,LIVING ENV 1 OF 2,97, ,97,1,35.5,1,,,,,,,,,
Course,1,2017,30Q258,SLS21QL,LIVING ENV 1 LAB 1 O,99, ,99,0,35.5,0,,,,,,,,,
Course,1,2017,30Q258,SQS21T,ENGINEERING FOUNDATI,98, ,98,1,35.5,1,97.35714286,7,7,7,,,,,
Exam  ,2,2018,30Q258,EXRCE ,CC ELA REG JUN,95,*,95,0,35.5,0,,,,,,,,,
Exam  ,2,2018,30Q258,HXRCE ,GLOBAL II REG JUN,98,*,98,0,35.5,0,,,,,,,,,
Exam  ,2,2018,30Q258,MXRKE ,CC GEOMETRY REG JUN,81,*,81,0,35.5,0,,,,,,,,,
Exam  ,2,2018,30Q258,SXRUE ,PHSET ES R JUN,91,*,91,0,35.5,0,,0,0,0,,,,,
Exam  ,2,2017,30Q258,MXRCE ,CC ALGEBRA I REG JUN,87, ,87,0,35.5,0,,,,,,,,,
Exam  ,2,2017,30Q258,SXRKE ,LIVENVIR R JUNE,91, ,91,0,35.5,0,,0,0,0,215777442,35.5,35.5,97.64084507,35.5
Course,1,2019,30Q258,AJS21,Photography 1 of 2,79, ,79,1,0,1,,,,,,,,,
Course,1,2019,30Q258,EWS11UA,ENG 101 - Compositio,B, ,85,1,0,1,,,,,,,,,
Course,1,2019,30Q258,HES11,ECONOMICS,78, ,78,1,0,1,,,,,,,,,
Course,1,2019,30Q258,MPS21,Pre-Calculus,71, ,71,1,0,1,,,,,,,,,
