ID,Gender,MP1,MP2,MP3,MP4,Regents Score,Course,Race
208587808,F,98.8,99.4,99.23,99.23,73,physics,Hispanic or Latinx
239947898,M,58.99,67.89,72.22,72.22,73,alg1,White
215439407,F,90.36,84.04,74.05,74.05,73,alg1,Hispanic or Latinx
216834234,F,89.35,85.4,84.2,84.2,73,geometry,Asian
215886276,M,85.6,79.93,80.15,80.15,73,geometry,Hispanic or Latinx
218792398,F,98.95,94.2,86.53,86.53,73,geometry,Hispanic or Latinx
219926557,M,97,83.98,78.19,78.19,73,alg2,Black
208680835,M,93,75.44,79.93,79.93,73,alg2,Hispanic or Latinx
214328619,M,73.83,66,60.41,60.41,73,alg2,White
239947898,M,76.24,75.18,74.4,74.4,73,living,White
216280271,M,70.99,66.21,70.81,70.81,73,living,Hispanic or Latinx
215037318,F,76.67,72.92,73.64,73.64,74,ush,White
215983347,M,83.49,73.58,68.81,68.81,74,alg1,Hispanic or Latinx
219928728,M,79.66,67.09,70.85,70.85,74,alg1,Hispanic or Latinx
209076660,M,86.09,69.27,67.08,67.08,74,alg1,Hispanic or Latinx
220154744,M,76.42,79.13,72.25,72.25,74,alg1,Hispanic or Latinx
219542461,M,86.8,78.53,79.87,79.87,74,geometry,Black
220822290,F,81.95,81,81.6,81.6,74,geometry,Hispanic or Latinx
217266857,M,66.95,68.62,67,67,74,geometry,White
212163596,M,98.95,93.38,90.39,90.39,74,geometry,Hispanic or Latinx
216036764,M,90.25,86.47,80.28,80.28,74,geometry,Hispanic or Latinx
217447986,M,88.71,85.3,81.77,81.77,74,geometry,Hispanic or Latinx
215436064,F,85.25,78.17,82.3,82.3,74,geometry,Hispanic or Latinx
207243940,M,91.5,88.47,90.25,90.25,74,geometry,Hispanic or Latinx
215386632,F,57.5,53.42,51.8,51.8,74,alg2,Asian
208886945,M,87,73.1,80.28,80.28,74,alg2,Asian
218676237,M,76.83,79.72,72.38,72.38,74,earth,
219709870,M,87.83,84,86.22,86.22,74,living,Hispanic or Latinx
216907519,M,74.1,73.39,76.61,76.61,74,living,Hispanic or Latinx
215578295,M,55.63,59.88,57.11,57.11,75,ush,Hispanic or Latinx
216211797,M,64.83,70.37,67.37,67.37,75,ush,Hispanic or Latinx
214534000,M,79.85,76.28,70.99,70.99,75,ush,Hispanic or Latinx
215141466,M,83.25,86.74,86.53,86.53,75,chemistry,Asian
217064237,F,97.26,95.47,96.77,96.77,75,chemistry,Hispanic or Latinx
235461415,M,98.89,94.72,96.29,96.29,75,chemistry,Hispanic or Latinx
215788936,M,58.66,64.34,65.13,65.13,75,ela,Hispanic or Latinx
216834234,F,85.92,86.86,87.74,87.74,75,ela,Asian
210575643,M,65.88,66.09,65.94,65.94,75,global,Hispanic or Latinx
216517144,M,76.51,78.33,76.2,76.2,75,global,Hispanic or Latinx
205557192,M,53.23,51.63,48.55,48.55,75,global,
215457441,M,67.41,68.44,69.96,69.96,75,global,Hispanic or Latinx
219627031,F,87.82,80.33,82.14,82.14,75,alg1,Hispanic or Latinx
220512883,M,76.8,61.23,69.44,69.44,75,alg1,Hispanic or Latinx
218264885,F,86.47,80.82,74.78,74.78,75,alg1,Hispanic or Latinx
219697349,M,72.71,75.26,66.87,66.87,75,alg1,Hispanic or Latinx
215267543,M,86,63.96,69.41,69.41,75,alg2,Hispanic or Latinx
216825604,M,92.17,92.16,87.35,87.35,75,alg2,Hispanic or Latinx
238115612,F,75.83,76.62,69.3,69.3,75,earth,
244846424,F,90.63,90.06,84.38,84.38,75,earth,
244846432,M,78.51,66.76,64.5,64.5,75,earth,Black
215457441,M,61.04,64.03,63.21,63.31,75,earth,Hispanic or Latinx
216028555,M,73.37,70.44,74.84,74.84,75,living,Hispanic or Latinx
215886276,M,80.63,78.37,77.28,77.28,76,global,Hispanic or Latinx
207580895,M,64.24,64.25,71.49,71.49,76,global,
214396244,F,91.35,90.55,92.51,92.51,76,physics,Hispanic or Latinx
220195267,M,84.4,75.67,77.77,77.77,76,alg1,Hispanic or Latinx
219729720,M,80.5,84.61,76.43,76.43,76,alg1,Hispanic or Latinx
219699303,M,79.02,82.42,75.54,75.54,76,alg1,Hispanic or Latinx
221535925,M,88.35,85.29,79.62,79.62,76,alg1,Black
240039024,M,96.1,90.87,87.75,87.75,76,geometry,Hispanic or Latinx
216142943,M,91.85,93.47,91.92,91.92,76,geometry,Hispanic or Latinx
237433123,M,88.65,80.8,78.37,78.37,76,geometry,Hispanic or Latinx
218861235,F,99.33,93.28,94.32,94.32,76,alg2,Hispanic or Latinx
215015157,M,88.17,73.69,76.15,76.15,76,alg2,Hispanic or Latinx
207090457,M,74.33,78,63.31,63.31,76,alg2,Hispanic or Latinx
218733954,M,65.41,62.88,69.44,69.44,76,earth,Hispanic or Latinx
214655417,F,71.98,73.59,71.25,71.25,76,earth,Hispanic or Latinx
220785109,M,88.63,72.52,68.48,68.56,76,earth,Hispanic or Latinx
215943648,M,86.72,76.16,70.5,70.56,76,earth,
217271188,M,71.93,64.31,66.88,66.88,76,living,Black
219729720,M,71.9,74.12,75.28,75.28,76,living,Hispanic or Latinx
211584792,M,76.09,72.68,77.7,77.7,76,living,Hispanic or Latinx
219627031,F,87.27,82.82,81.31,81.31,76,living,Hispanic or Latinx
220271563,M,80.5,77.75,81.19,81.19,76,living,Hispanic or Latinx
214526840,F,79.72,80.02,79.53,79.53,77,ush,White
215338658,M,79.75,79.65,79.61,79.61,77,ush,Hispanic or Latinx
214526691,M,65.88,69.67,72.93,72.93,77,ush,Hispanic or Latinx
214629040,M,89.73,84.77,82.26,82.26,77,ush,Hispanic or Latinx
217002872,M,96.89,96.75,95.77,95.77,77,chemistry,Hispanic or Latinx
219979333,M,67.72,64.2,65,65,77,ela,Hispanic or Latinx
217228469,M,74.94,76.23,73.55,73.55,77,ela,Asian
233448398,M,55.22,53.9,55.76,55.76,77,ela,Black
214104770,M,74.88,74.9,72.74,72.74,77,global,Hispanic or Latinx
244846531,M,84.88,83.1,89.43,89.43,77,global,
218676237,M,78.5,78.18,82.13,82.13,77,global,
218792398,F,71.29,71.48,75.95,75.95,77,global,Hispanic or Latinx
218605244,F,75.78,77.59,77.7,77.7,77,global,Hispanic or Latinx
219979333,M,73.34,70.04,70.94,70.94,77,global,Hispanic or Latinx
217228469,M,77.94,73.78,70.11,70.11,77,global,Asian
215867169,M,76.08,77.06,73.17,73.17,77,global,Asian or Pacific Islander
214309502,M,92.95,95.58,96.27,96.27,77,physics,White
215361718,F,94.65,95.93,94.08,94.08,77,physics,Hispanic or Latinx
220363964,M,84.35,83.97,82.79,82.79,77,alg1,Hispanic or Latinx
217442177,M,82.58,86.11,82.59,82.59,77,alg1,Hispanic or Latinx
215567348,M,86.85,81.1,71.1,71.1,77,geometry,Hispanic or Latinx
217767607,F,92.8,89,87.03,87.03,77,geometry,Hispanic or Latinx
244846424,F,94.1,85.13,80.73,80.73,77,geometry,
228528147,M,90.75,80.23,79.42,79.42,77,geometry,Asian
215515669,M,88.7,85.97,84.82,84.82,77,geometry,Hispanic or Latinx
207467879,M,90,86.97,74.81,74.81,77,alg2,Asian
215361718,F,80.67,85.72,77.3,77.3,77,alg2,Hispanic or Latinx
216594150,F,100.08,100.44,101.17,101.17,77,alg2,White
215972167,M,88.75,92.38,70.66,70.66,77,alg2,Hispanic or Latinx
209076660,M,73.32,66.92,63.85,63.95,77,earth,Hispanic or Latinx
222216806,M,84.8,74.66,76.34,76.34,77,living,Hispanic or Latinx
216036764,M,75.94,77.11,79.39,79.39,77,living,Hispanic or Latinx
208652768,F,90.57,89.82,82.68,82.68,78,ush,White
207593674,M,79.72,76.3,73.63,73.63,78,ush,White
216502716,F,80.97,81.98,77.58,77.58,78,ush,Hispanic or Latinx
215316498,M,77.64,76.3,75.11,75.11,78,ush,Hispanic or Latinx
216825604,M,95.23,95.19,95.98,95.98,78,chemistry,Hispanic or Latinx
207090457,M,76.75,82.12,87.53,87.53,78,chemistry,Hispanic or Latinx
219542461,M,80.25,79.09,83.69,83.69,78,global,Black
233448398,M,60.5,54.89,60.17,60.17,78,global,Black
219726635,M,80.18,74.64,75.16,75.16,78,alg1,
220177869,M,71.12,70.43,77.91,77.91,78,alg1,Hispanic or Latinx
215795931,M,89.64,86.62,72.12,72.12,78,alg1,Hispanic or Latinx
220785109,M,85.18,82.68,69.84,69.84,78,alg1,Hispanic or Latinx
216028555,M,73.56,81.17,76.19,76.19,78,alg1,Hispanic or Latinx
209219161,M,93.95,86.43,84.7,84.7,78,geometry,Hispanic or Latinx
211196720,M,81.2,76.7,81.77,81.77,78,geometry,
207293945,F,74.35,71.23,68.65,68.65,78,geometry,Hispanic or Latinx
215996521,M,94.33,95.38,83.16,83.16,78,alg2,Hispanic or Latinx
240039024,M,77.06,78,79.34,79.34,78,earth,Hispanic or Latinx
215750696,F,66.72,64.84,62.13,62.13,78,earth,Hispanic or Latinx
220309694,M,68.02,71.77,64.98,64.98,78,earth,Hispanic or Latinx
207243940,M,86.31,77.67,69.33,69.42,78,earth,Hispanic or Latinx
217442177,M,81.19,79.79,79.91,79.91,78,living,Hispanic or Latinx
214510158,M,72.77,70.37,72.14,72.14,79,ush,Hispanic or Latinx
208517334,M,64.83,69.62,73.85,73.85,79,ush,Hispanic or Latinx
235293644,M,93.01,96.08,93.93,93.93,79,chemistry,Hispanic or Latinx
215141466,M,85.53,80.45,85.04,85.04,79,ela,Asian
219626835,F,91.58,91.06,90.53,90.53,79,ela,Hispanic or Latinx
215886276,M,86.2,81.37,78.19,78.19,79,ela,Hispanic or Latinx
240039024,M,77.95,76.5,73.97,73.97,79,ela,Hispanic or Latinx
218733970,M,68.24,65.37,68.18,68.18,79,ela,Hispanic or Latinx
210575643,M,77.39,71.88,72.52,72.52,79,ela,Hispanic or Latinx
215943648,M,86.81,83.13,81.72,81.72,79,ela,
215259300,M,84.63,83.21,84.21,84.21,79,global,Hispanic or Latinx
215943648,M,79.63,74.89,77.13,77.13,79,global,
207603051,M,82,78.39,77.96,77.96,79,global,
216878447,M,84.75,79.24,80.06,80.06,79,global,Hispanic or Latinx
207293945,F,84.13,83.84,81.48,81.48,79,global,Hispanic or Latinx
215883950,F,82.25,83.87,84.26,84.26,79,global,Hispanic or Latinx
215615204,M,85.88,86.08,81.78,81.78,79,global,Hispanic or Latinx
217447986,M,80.67,82.65,78.16,78.16,79,global,Hispanic or Latinx
216594150,F,91.6,95.5,97.29,97.29,79,physics,White
243991627,M,81.92,84.24,82.37,82.37,79,alg1,Asian
220342380,M,89.49,85.21,78.07,78.07,79,alg1,Hispanic or Latinx
217002872,M,92.45,92.63,93.93,93.93,79,geometry,Hispanic or Latinx
218594026,M,94.95,88.57,88.82,88.82,79,geometry,Asian or Pacific Islander
231136466,M,92.4,86.7,86.83,86.83,79,geometry,Hispanic or Latinx
214817389,F,100,93.21,94.35,94.35,79,alg2,Hispanic or Latinx
209329465,M,98.17,88.05,85.95,85.95,79,alg2,Asian or Pacific Islander
214396244,F,96.33,88.38,76.65,76.65,79,alg2,Hispanic or Latinx
214323982,F,87.27,73.42,69.45,69.54,79,earth,Black
220906275,F,84.07,80,78.07,78.07,79,living,Hispanic or Latinx
214643397,M,72.8,65.87,71.41,71.41,79,living,Black
220431209,M,79.33,76.94,74.49,74.49,79,living,Asian
219699303,M,81.6,76.89,78.69,78.69,79,living,Hispanic or Latinx
217021260,M,81.67,73.57,76.96,76.96,79,living,Hispanic or Latinx
208691774,M,54.04,60.1,65.97,65.97,80,ush,Black
230133597,M,72.37,73.24,73.03,73.03,80,ush,Hispanic or Latinx
214621054,M,80.54,77.21,77.04,77.04,80,ush,Hispanic or Latinx
214125726,F,96.28,95.66,95.79,95.79,80,ela,Hispanic or Latinx
217323898,M,67.3,68.26,65.45,65.45,80,ela,Hispanic or Latinx
207603051,M,84.68,84.09,78.04,78.04,80,ela,
218630291,M,87.56,86.56,88.23,88.23,80,ela,White
206548968,M,76.02,77.1,73.63,73.63,80,ela,Black
214104770,M,72.86,71.51,69.96,69.96,80,ela,Hispanic or Latinx
217266857,M,73.62,76.18,71.99,71.99,80,ela,White
216878447,M,73.84,73.19,68.97,68.97,80,ela,Hispanic or Latinx
218696755,M,71.09,73.95,71.74,71.74,80,ela,Asian or Pacific Islander
216736363,F,71.07,66.02,65.51,65.51,80,ela,Hispanic or Latinx
244846424,F,85.63,87.31,87.39,87.39,80,global,
209076660,M,64.97,65.57,70.91,70.91,80,global,Hispanic or Latinx
221128408,M,81.81,91.03,88.74,88.74,80,alg1,Asian
218509974,M,86.74,89.09,87.26,87.26,80,alg1,Asian
237401898,M,102.8,97.83,89,89,80,geometry,White
218653335,F,101.6,97.7,95.73,95.73,80,geometry,White
219996923,M,93.8,87.6,87.12,87.12,80,geometry,Hispanic or Latinx
243703584,M,83.75,82.8,84.97,84.97,80,geometry,Black
219703188,M,96.55,96.13,92.72,92.72,80,geometry,Asian
215779943,F,100,96.37,86.4,86.4,80,alg2,Black
214125726,F,99.5,96.29,98.38,98.38,80,alg2,Hispanic or Latinx
215361429,M,99.5,94.88,90,90,80,alg2,Hispanic or Latinx
218560118,F,100,100,102.04,102.04,80,alg2,Asian
218605244,F,62.34,69.34,67.78,67.78,80,earth,Hispanic or Latinx
214451551,M,80.58,77.51,72.18,72.28,80,earth,Black
220082291,M,94.48,84.69,82.63,82.63,80,earth,Hispanic or Latinx
216027417,M,76.4,73.97,79.29,79.29,80,living,
243370657,M,84.24,81.34,84.8,84.8,80,living,Asian
221535925,M,87.23,89.33,89.83,89.83,80,living,Black
244736369,M,84,83.59,85.63,85.63,81,global,Asian
217266857,M,75.75,77.14,79.14,79.14,81,global,White
218733954,M,84,85.29,87.21,87.21,81,global,Hispanic or Latinx
214452336,M,86.46,84.69,85.05,85.05,81,global,Hispanic or Latinx
207467879,M,85.2,90.6,89.44,89.44,81,physics,Asian
220906275,F,86.7,86.92,80.15,80.15,81,alg1,Hispanic or Latinx
214232886,M,72.2,71.2,78.08,78.08,81,alg1,Asian
217939511,M,89.17,92.85,90.92,90.92,81,alg1,Hispanic or Latinx
219504321,M,93.89,87.28,78.18,78.18,81,alg1,
215777442,F,100.4,99.47,98.38,98.38,81,geometry,
215767617,M,100.4,95.97,93.12,93.12,81,geometry,Asian
215884347,M,102.8,94.97,94.25,94.25,81,geometry,Asian or Pacific Islander
215192287,M,88.65,82.53,80.42,80.42,81,geometry,Hispanic or Latinx
235293644,M,87.83,89.91,81.3,81.3,81,alg2,Hispanic or Latinx
208946087,M,88.67,82.62,75.66,75.66,81,alg2,Hispanic or Latinx
225896174,M,90.22,86.08,82.01,82.05,81,earth,Hispanic or Latinx
216736470,M,83.91,75.58,68.8,68.9,81,earth,White
244736369,M,85.96,78.61,77.38,77.44,81,earth,Asian
218594026,M,95.33,90.09,86.48,86.48,81,earth,Asian or Pacific Islander
215867169,M,82.74,75.04,70.02,70,81,earth,Asian or Pacific Islander
219709904,M,89.83,80.63,85.6,85.6,81,living,Hispanic or Latinx
220195267,M,79.23,75.63,77.61,77.61,81,living,Hispanic or Latinx
215792474,M,82.43,79.49,80.34,80.34,81,living,Black
215015082,M,82.67,85.47,79.5,79.5,82,ush,Hispanic or Latinx
215176983,F,91.38,90.55,83.86,83.86,82,ush,White
218792398,F,87.99,85.94,87.51,87.51,82,ela,Hispanic or Latinx
215436064,F,66.16,68.08,74.85,74.85,82,ela,Hispanic or Latinx
216091991,F,91.07,85.91,89.02,89.02,82,ela,Hispanic or Latinx
244846432,M,81.49,80.41,75.93,75.93,82,ela,Black
206341604,M,88.59,88.99,83.47,83.47,82,ela,Black
217192665,M,84.38,81.01,83.34,83.34,82,global,
237401898,M,83.75,83.98,83.15,83.15,82,global,White
231452814,M,67.25,57.31,65.86,65.86,82,global,Asian
206548968,M,79.63,75.43,80.99,80.99,82,global,Black
216736363,F,79.5,66.02,70.69,70.69,82,global,Hispanic or Latinx
214207425,M,67.88,71.08,73.47,73.47,82,global,White
215141466,M,78.06,80.1,83.92,83.92,82,global,Asian
207243940,M,82.09,83.97,82.41,82.41,82,global,Hispanic or Latinx
216736470,M,,81.83,70.02,70.02,82,global,White
208680835,M,90.51,92.73,89.92,89.92,82,global,Hispanic or Latinx
214451551,M,86.07,85.57,85.62,85.62,82,global,Black
220178024,M,88.73,84.48,86.13,86.13,82,alg1,Hispanic or Latinx
223486812,M,93.82,85.33,85.91,85.91,82,alg1,
219744133,M,92.81,92.47,84.1,84.1,82,alg1,Asian or Pacific Islander
219484912,F,94.79,94.95,91.04,91.04,82,alg1,Hispanic or Latinx
243370657,M,98.01,95.05,90.03,90.03,82,alg1,Asian
216907519,M,80.68,85.42,85.67,85.67,82,alg1,Hispanic or Latinx
217064237,F,97.7,96,97.35,97.35,82,geometry,Hispanic or Latinx
219606209,F,102.3,99,95.9,95.9,82,geometry,Asian
219594132,M,101.75,97.47,94.03,94.03,82,geometry,Asian or Pacific Islander
217266865,M,93.15,90.83,93.04,93.04,82,geometry,Asian
215141466,M,94.67,87.34,74.39,74.39,82,alg2,Asian
218675478,M,95,90.18,92.41,92.41,82,alg2,Hispanic or Latinx
216993816,M,77.63,75.15,70.49,70.49,82,earth,Hispanic or Latinx
217266857,M,71.14,76.18,74.07,74.07,82,earth,White
219484912,F,89.43,91.45,86.34,86.34,82,living,Hispanic or Latinx
220942692,F,96.49,96.1,95.6,95.6,82,living,White
220363964,M,75.83,75.33,78.06,78.06,82,living,Hispanic or Latinx
206589962,F,80.15,83.4,92.22,92.22,83,physics,Hispanic or Latinx
220942692,F,95.56,88.01,88.83,88.83,83,alg1,White
226312635,M,87.77,86.07,84.61,84.61,83,alg1,Native Hawaiian or Pacific Islander
220836282,M,94.3,87.96,88.87,88.87,83,alg1,White
220942684,F,99.1,98.68,92.72,92.72,83,alg1,White
217266865,M,98.33,96.5,95.07,95.07,83,alg2,Asian
220342380,M,67.03,72.89,78.26,78.26,83,living,Hispanic or Latinx
220529432,M,79.6,79.7,79.6,79.6,84,ush,Asian
212163596,M,91.21,91.26,88.93,88.93,84,ela,Hispanic or Latinx
217108224,M,67.69,66.89,76.31,76.31,84,ela,Asian
244846549,M,66.1,69.36,69.65,69.65,84,ela,
207243940,M,77.69,74.42,73.45,73.45,84,ela,Hispanic or Latinx
244846424,F,87.31,89.11,90.33,90.33,84,ela,
246600597,M,62.59,61.15,56.85,56.85,84,ela,Asian
215457441,M,68.34,72.09,75.48,75.48,84,ela,Hispanic or Latinx
217767607,F,84.22,86.52,88.32,88.32,84,ela,Hispanic or Latinx
211196720,M,76.22,79.23,76.83,76.83,84,ela,
218733954,M,83.11,84.96,82.83,82.83,84,ela,Hispanic or Latinx
228528147,M,90.6,86.85,86.63,86.63,84,ela,Asian
215515669,M,84.63,83.16,86.08,86.08,84,global,Hispanic or Latinx
215436064,F,77.25,69.16,77.61,77.61,84,global,Hispanic or Latinx
218675478,M,88.63,88.91,91.84,91.84,84,global,Hispanic or Latinx
217767607,F,89.63,88.85,90.63,90.63,84,global,Hispanic or Latinx
218630291,M,90,86.88,89.09,89.09,84,global,White
228528147,M,92.88,88.94,88.18,88.18,84,global,Asian
215996521,M,94.28,95.07,92.16,92.16,84,global,Hispanic or Latinx
216142943,M,93.29,94.16,92.25,92.25,84,global,Hispanic or Latinx
215567348,M,80.74,82.88,81.07,81.07,84,global,Hispanic or Latinx
219709904,M,96.59,90.19,90.89,90.89,84,alg1,Hispanic or Latinx
220459002,M,88.57,83.39,80.25,80.25,84,alg1,Hispanic or Latinx
219709912,M,91.56,92.43,86.03,86.03,84,alg1,Asian
219895497,F,92.05,89.15,88.7,88.7,84,alg1,Hispanic or Latinx
212163596,M,91,89.18,87.22,87.22,84,earth,Hispanic or Latinx
219996923,M,96.83,88.82,82.26,82.27,84,earth,Hispanic or Latinx
206341604,M,94.62,79.36,76.49,76.51,84,earth,Black
228528147,M,92.91,86.3,81.08,81.08,84,earth,Asian
211421789,M,94.84,89.08,82.88,82.85,84,earth,Hispanic or Latinx
216736363,F,92.3,80.69,76.88,76.99,84,earth,Hispanic or Latinx
220459002,M,86.67,81.56,83.82,83.82,84,living,Hispanic or Latinx
219743341,F,92,90.39,89.88,89.88,84,living,
220177869,M,83.83,81.78,83.18,83.18,84,living,Hispanic or Latinx
219977907,M,90.27,90.96,90.5,90.5,84,living,
220942684,F,96.25,94.1,93.75,93.75,84,living,White
219504321,M,77.87,79.08,83.12,83.12,84,living,
214328619,M,79.92,81.26,73.07,73.07,85,ush,White
215972167,M,76.18,75.39,75.57,75.57,85,ush,Hispanic or Latinx
214534109,M,67.2,73.08,73.98,73.98,85,ush,Hispanic or Latinx
213491731,F,79.5,75.46,70.59,70.59,85,ush,Hispanic or Latinx
226312866,M,74.75,70,71.56,71.56,85,ush,Hispanic or Latinx
214381196,M,76.64,76.14,71.48,71.48,85,ush,Hispanic or Latinx
238115612,F,72.76,77.46,80.31,80.31,85,ela,
211421789,M,81.74,80.09,81.52,81.52,85,ela,Hispanic or Latinx
215884347,M,90.24,91.04,91.72,91.72,85,ela,Asian or Pacific Islander
208680835,M,95.09,94.61,91.93,91.93,85,ela,Hispanic or Latinx
209076660,M,77.68,75.05,72.63,72.63,85,ela,Hispanic or Latinx
209219161,M,86,84.14,89.67,89.67,85,global,Hispanic or Latinx
211196720,M,75.63,77.82,76.27,76.27,85,global,
208619569,M,80.38,80.42,83.26,83.26,85,global,Hispanic or Latinx
218653335,F,91.38,91.76,94.22,94.22,85,global,White
218696755,M,76.88,75.44,76.09,76.09,85,global,Asian or Pacific Islander
235293644,M,91.7,93.06,92.57,92.57,85,global,Hispanic or Latinx
219626835,F,87.09,88.02,91.34,91.34,85,global,Hispanic or Latinx
215267543,M,98.05,94.6,93.74,93.74,85,physics,Hispanic or Latinx
219709870,M,95.87,95.36,90.64,90.64,85,alg1,Hispanic or Latinx
218536621,M,101.6,99.23,93.65,93.65,85,geometry,Hispanic or Latinx
217108224,M,86.58,78.36,80.44,80.5,85,earth,Asian
217939511,M,71.17,74.65,79.44,79.44,85,living,Hispanic or Latinx
220741094,M,93.05,92.71,93.01,93.01,85,living,Asian
209076900,M,79.63,77.99,76.64,76.64,86,ush,Hispanic or Latinx
208764845,M,64.71,71.02,75.08,75.08,86,ush,White
214207425,M,79.19,77.45,81.1,81.1,86,ela,White
215259300,M,83.06,80.85,83.65,83.65,86,ela,Hispanic or Latinx
216825604,M,93.68,90.36,89.57,89.57,86,ela,Hispanic or Latinx
244846531,M,92.43,90.55,91.03,91.03,86,ela,
215515669,M,80.4,83.69,85.21,85.21,86,ela,Hispanic or Latinx
218594026,M,85.9,84.9,83.84,83.84,86,global,Asian or Pacific Islander
215767617,M,91.13,90.32,91.82,91.82,86,global,Asian
217108224,M,81.64,82.61,79.75,79.75,86,global,Asian
211421789,M,80.27,82.52,78.51,78.51,86,global,Hispanic or Latinx
238550735,M,95.48,91.85,89.51,89.51,86,alg1,Asian
220082291,M,92.36,92.03,90.28,90.28,86,alg1,Hispanic or Latinx
219976503,M,97.32,90.46,92.43,92.43,86,alg1,Black
219538261,M,86.79,88.19,75.11,75.11,86,alg1,Hispanic or Latinx
219542461,M,85.52,82.61,76.88,76.88,86,earth,Black
237401898,M,85.96,76.41,79.79,79.79,86,earth,White
217192665,M,91.25,76.74,71.94,71.94,86,earth,
215567348,M,85.58,82.63,79.08,79.15,86,earth,Hispanic or Latinx
215515669,M,92.07,90.6,87.59,87.6,86,earth,Hispanic or Latinx
237433123,M,90.06,81.22,75.91,75.98,86,earth,Hispanic or Latinx
219709912,M,81.56,82.69,83.76,83.76,86,living,Asian
220002992,M,91.23,90.2,90.34,90.34,86,living,
223486812,M,89.87,85.74,87.78,87.78,86,living,
211196720,M,83.94,83.3,86.34,86.34,86,living,
218630291,M,90.35,90.5,90.54,90.54,86,living,White
244416301,M,94.43,92.89,92.8,92.8,86,living,Asian
214664377,M,85.17,82.12,79.52,79.52,87,ush,Hispanic or Latinx
214323982,F,80.66,81.14,83.41,83.41,87,global,Black
246884522,M,94.37,95.86,94.31,94.31,87,alg1,
235461415,M,100,97.22,94.7,94.7,87,alg2,Hispanic or Latinx
220178024,M,84.37,83.28,82.54,82.54,87,living,Hispanic or Latinx
220836282,M,83.4,85.5,86.67,86.67,87,living,White
229136585,M,81.33,76.93,81.03,81.03,87,living,Hispanic or Latinx
238550735,M,88.26,88.45,90.1,90.1,87,living,Asian
215297938,M,77.02,80,80.35,80.35,88,ush,White
218262566,F,85.13,83.69,82.8,82.8,88,ush,Black
244736369,M,91.37,89.02,86.33,86.33,88,ela,Asian
217447986,M,90.08,84.76,85.87,85.87,88,ela,Hispanic or Latinx
208619569,M,78.69,75.96,77.72,77.72,88,ela,Hispanic or Latinx
215994971,M,85.39,84.16,83.29,83.29,88,ela,Asian or Pacific Islander
218658458,M,74.04,75.08,74,74,88,ela,Asian or Pacific Islander
214451551,M,84.46,81.87,78.35,78.35,88,ela,Black
221463706,F,89.33,90.6,92.03,92.03,88,ela,White
216825604,M,88.5,87.3,90.98,90.98,88,global,Hispanic or Latinx
217000009,M,85.25,70.24,68.53,68.53,88,global,Hispanic or Latinx
217002872,M,93.5,91.01,92.72,92.72,88,global,Hispanic or Latinx
235461415,M,92.5,88.77,91.42,91.42,88,global,Hispanic or Latinx
216091991,F,88.29,88.84,89.83,89.83,88,global,Hispanic or Latinx
215779943,F,84.5,87.11,90.61,90.61,88,global,Black
217266865,M,87.13,86.87,87.47,87.47,88,global,Asian
218733970,M,69.06,68.81,72.06,72.06,88,global,Hispanic or Latinx
215884347,M,85.76,87.79,90.58,90.58,88,global,Asian or Pacific Islander
220002992,M,99.15,95.65,95.18,95.18,88,alg1,
244846556,M,100.15,97.5,96.35,96.35,88,geometry,White
208619569,M,83.37,83.55,76,76,88,earth,Hispanic or Latinx
216091991,F,95.25,89.58,90.6,90.6,88,earth,Hispanic or Latinx
219926557,M,93.9,94.22,91.7,91.7,88,living,Black
219744133,M,90.92,89.85,88.34,88.34,88,living,Asian or Pacific Islander
219976503,M,83.43,84.57,82.56,82.56,88,living,Black
219978707,M,80.31,73.58,66.42,66.42,88,living,Hispanic or Latinx
215848680,M,64.86,65.28,68.26,68.26,89,ush,Asian
215316050,F,91.53,90.98,81.8,81.8,89,ush,White
214370132,M,73.99,71.55,71.8,71.8,89,ush,White
216303909,M,71.58,65.47,66.33,66.33,89,ush,Asian
209506633,F,89.9,87.59,84.55,84.55,89,ush,Hispanic or Latinx
214502296,F,90.8,91.6,88.33,88.33,89,ush,Hispanic or Latinx
215996521,M,92.54,90.24,87.88,87.88,89,ela,Hispanic or Latinx
215361429,M,94.14,92.45,93.87,93.87,89,ela,Hispanic or Latinx
207293945,F,86.85,83.28,82.37,82.37,89,ela,Hispanic or Latinx
217266865,M,95.2,91.89,89.31,89.31,89,ela,Asian
218594026,M,91.83,89.91,89.08,89.08,89,ela,Asian or Pacific Islander
215015157,M,87.13,88.64,93.45,93.45,89,global,Hispanic or Latinx
244846432,M,75.75,73.58,76.99,76.99,89,global,Black
218536621,M,91.63,89.17,91.63,91.63,89,global,Hispanic or Latinx
217323898,M,82.25,68.12,76.58,76.58,89,global,Hispanic or Latinx
234661296,M,100,100,99.08,99.08,89,alg1,Hispanic or Latinx
220430649,M,85.95,76.54,71.94,71.94,89,earth,Hispanic or Latinx
219538261,M,82.7,86.55,85.13,85.13,89,living,Hispanic or Latinx
214629081,F,89.83,89.62,87.01,87.01,90,ush,White
214817389,F,95.03,95.4,92.25,92.25,90,ush,Hispanic or Latinx
217000009,M,87.28,74.72,65.66,65.66,90,ela,Hispanic or Latinx
215567348,M,77.18,81.49,82.51,82.51,90,ela,Hispanic or Latinx
214323982,F,79.7,81.28,77.15,77.15,90,ela,Black
244846549,M,85.75,82.75,86.14,86.14,90,global,
