ID,Gender,MP1,MP2,MP3,MP4,Regents Score,Course,Race
218658458,M,81.88,73.79,80.78,80.78,90,global,Asian or Pacific Islander
220492144,M,96.7,97.45,99.02,99.02,90,physics,Asian
219761707,M,97.84,98.7,89.64,89.64,90,alg1,Asian
216046045,M,99.38,101.46,100.6,100.6,90,alg1,Hispanic or Latinx
219720067,M,92,89.1,87.56,87.56,90,geometry,Asian or Pacific Islander
216142943,M,96.4,93.83,91.45,91.45,90,earth,Hispanic or Latinx
218653335,F,89.64,91.55,90.63,90.63,90,earth,White
215994971,M,90.69,91.12,89.38,89.38,90,earth,Asian or Pacific Islander
217266865,M,94.86,93.07,91.97,91.94,90,earth,Asian
215884347,M,91.18,94.18,92.82,92.83,90,earth,Asian or Pacific Islander
246884522,M,91.45,91.72,93.48,93.48,90,living,
219726478,F,85.41,84.95,82.88,82.88,90,living,Hispanic or Latinx
221128408,M,92.63,94.48,94.34,94.34,90,living,Asian
216046045,M,99.43,101.72,102.19,102.19,90,living,Hispanic or Latinx
206589954,F,86.69,91.64,84.16,84.16,91,ush,Hispanic or Latinx
209097120,F,89.54,90.25,87.88,87.88,91,ush,Hispanic or Latinx
217323898,M,74.19,75.93,69.01,69.01,91,earth,Hispanic or Latinx
215777442,F,100,99.18,96.28,96.28,91,earth,
243703584,M,92.53,94.46,94.88,94.88,91,living,Black
226312635,M,82.39,83.73,83.32,83.32,91,living,Native Hawaiian or Pacific Islander
220736383,M,91.19,92.9,94.62,94.62,91,living,White
222342073,F,96.8,96.37,96.35,96.35,91,living,Asian
214196024,F,84.57,80.48,79.72,79.72,92,ush,Hispanic or Latinx
208946087,M,86.93,87.83,82.2,82.2,92,ush,Hispanic or Latinx
235293644,M,89.93,88.83,88.32,88.32,92,ela,Hispanic or Latinx
219926557,M,98.37,97.46,94.21,94.21,92,ela,Black
237401898,M,89.75,88.53,80.9,80.9,92,ela,White
215015157,M,93.17,92.2,89.33,89.33,92,ela,Hispanic or Latinx
216142943,M,90.93,89.12,90.15,90.15,92,ela,Hispanic or Latinx
221463706,F,90.25,89.49,90.89,90.89,92,global,White
214125726,F,95.83,94.48,94.36,94.36,92,global,Hispanic or Latinx
219688637,M,100,100.31,99.99,99.99,92,alg1,Asian
215015157,M,92.1,94.06,94.14,94.14,92,living,Hispanic or Latinx
219720067,M,89.02,92.94,93.73,93.73,92,living,Asian or Pacific Islander
207467879,M,81.27,85.28,84.52,84.52,93,ush,Asian
218560118,F,99.91,99.57,98.77,98.77,93,ela,Asian
218536621,M,92.81,93.09,94.11,94.11,93,ela,Hispanic or Latinx
219542461,M,79.77,81.54,80.12,80.12,93,ela,Black
218676237,M,81.45,84.63,81.73,81.73,93,ela,
217108653,F,95,94.34,96.47,96.47,93,global,Asian
206341604,M,91.82,93.18,88.52,88.52,93,global,Black
244846556,M,92.18,91.96,91.11,91.11,93,global,White
215886276,M,93.03,91.56,89.57,89.57,93,earth,Hispanic or Latinx
215436064,F,82.88,89.43,78.56,78.59,93,earth,Hispanic or Latinx
215767617,M,96.74,92.35,90.46,90.46,93,earth,Asian
219594132,M,101.64,99.92,96.31,96.32,93,earth,Asian or Pacific Islander
246051965,M,99.2,99.43,100.67,100.67,93,living,White
214467565,M,84.77,86.2,84.62,84.62,94,ush,Hispanic or Latinx
208699256,M,81.05,79.55,80.86,80.86,94,ush,White
214649048,F,85.58,89.71,86.53,86.53,94,ush,Hispanic or Latinx
220079206,M,91.74,92.9,90.35,90.35,94,ush,Hispanic or Latinx
218560118,F,93,93.59,96.91,96.91,94,global,Asian
215361429,M,89.54,91.42,90.19,90.19,94,global,Hispanic or Latinx
219606209,F,98.95,98.07,94.19,94.19,94,earth,Asian
219703188,M,100,97.14,91.69,91.69,94,earth,Asian
215192287,M,87.9,91.84,91.83,91.83,94,living,Hispanic or Latinx
218675478,M,96.53,96.73,96.67,96.67,94,living,Hispanic or Latinx
219761707,M,94.61,92.38,91.61,91.61,94,living,Asian
234661296,M,97,98.78,98.69,98.69,94,living,Hispanic or Latinx
214952152,F,96.47,95.89,97.3,97.3,94,living,Asian
214655417,F,83.83,77,76.17,76.17,95,ush,Hispanic or Latinx
209219161,M,75.92,77.86,81.05,81.05,95,ela,Hispanic or Latinx
218653335,F,95.83,95.78,96.3,96.3,95,ela,White
215777442,F,96.73,97.27,97.62,97.62,95,ela,
209219161,M,88.22,92.4,84.94,84.94,95,earth,Hispanic or Latinx
219895497,F,93.5,95.06,91.09,91.09,95,earth,Hispanic or Latinx
209329465,M,77.17,79.86,81.58,81.58,96,ush,Asian or Pacific Islander
215361718,F,86.41,85.88,88.58,88.58,96,ush,Hispanic or Latinx
244846556,M,93.95,92.84,94.61,94.61,96,ela,White
217064237,F,98.93,97.84,97.89,97.89,96,ela,Hispanic or Latinx
218675478,M,93.67,93.38,90.74,90.74,96,ela,Hispanic or Latinx
217064237,F,93.74,93.69,94.61,94.61,96,global,Hispanic or Latinx
212163596,M,88.25,88.35,87.96,87.96,96,global,Hispanic or Latinx
231136466,M,92.62,84.18,77.15,77.24,96,earth,Hispanic or Latinx
219688637,M,96.07,97.19,97.22,97.22,96,living,Asian
215267543,M,93.92,89.56,89.54,89.54,97,ush,Hispanic or Latinx
215386632,F,65.07,65.29,65.4,65.4,97,ush,Asian
215009242,F,85.82,86.98,86.69,86.69,97,ush,Asian or Pacific Islander
208587808,F,93.23,92.87,89.61,89.61,97,ush,Hispanic or Latinx
218861235,F,95.33,96.01,93.61,93.61,97,ush,Hispanic or Latinx
215767617,M,91.48,89.77,90.73,90.73,97,ela,Asian
246051965,M,98.82,100.07,98.66,98.66,97,alg1,White
218536621,M,99.45,97.39,95.19,95.19,97,earth,Hispanic or Latinx
244846556,M,96.07,99.41,97.03,97.03,97,earth,White
206589962,F,87.75,94.23,88.44,88.44,98,ush,Hispanic or Latinx
216594150,F,95.48,96.55,94.58,94.58,98,ush,White
207350869,M,85.84,89.51,85.75,85.75,98,ush,Hispanic or Latinx
207090457,M,74.48,75.31,72.52,72.52,98,ush,Hispanic or Latinx
214396244,F,90.03,91.3,90.4,90.4,98,ush,Hispanic or Latinx
219926557,M,94.02,91.07,91.11,91.11,98,global,Black
215777442,F,96.5,95.36,97.53,97.53,98,global,
220492144,M,89.58,91.91,92.65,92.65,99,ush,Asian
239594286,M,89.76,92.99,90.68,90.68,99,ush,Asian
217002872,M,94,92.82,88.98,88.98,99,ela,Hispanic or Latinx
217108653,F,97.44,95.99,97.6,97.6,99,ela,Asian
235461415,M,97.1,95.95,95.21,95.21,99,ela,Hispanic or Latinx
215779943,F,91.42,91.07,92.45,92.45,99,ela,Black
244416301,M,99.66,97.26,94.98,94.98,99,alg1,Asian
222342073,F,100,101.06,100.29,100.29,99,alg1,Asian
214952152,F,100,100.05,97.92,97.92,100,alg1,Asian
